,name,position,score,frequency,pubid,title,year
6,reduction,7,0.4,12,pub.1015928316,,2002
7,multilayers,8,0.3,9,pub.1015928316,,2002
8,extreme-ultraviolet lithography,9,0.2,3,pub.1015928316,,2002
9,lithography,10,0.1,36,pub.1015928316,,2002
0,direct means,1,1.0,1,pub.1044180889,,2002
1,means,2,0.98,5,pub.1044180889,,2002
2,image blur,3,0.96,2,pub.1044180889,,2002
3,blur,4,0.93,2,pub.1044180889,,2002
4,lithography tools,5,0.91,4,pub.1044180889,,2002
5,aerial image sensor,6,0.89,2,pub.1044180889,,2002
6,image sensor,7,0.87,5,pub.1044180889,,2002
7,sensors,8,0.84,20,pub.1044180889,,2002
8,Si membranes,9,0.82,1,pub.1044180889,,2002
9,membrane,10,0.8,4,pub.1044180889,,2002
10,electron detection technique,11,0.78,1,pub.1044180889,,2002
11,detection techniques,12,0.76,1,pub.1044180889,,2002
12,technique,13,0.73,39,pub.1044180889,,2002
13,signal amplitude,14,0.71,1,pub.1044180889,,2002
14,amplitude,15,0.69,4,pub.1044180889,,2002
15,signal contrast,16,0.67,1,pub.1044180889,,2002
16,order,17,0.64,31,pub.1044180889,,2002
17,large signal,18,0.62,1,pub.1044180889,,2002
18,signals,19,0.6,10,pub.1044180889,,2002
19,ratio,20,0.58,10,pub.1044180889,,2002
20,current density conditions,21,0.56,1,pub.1044180889,,2002
21,density conditions,22,0.53,1,pub.1044180889,,2002
22,conditions,23,0.51,25,pub.1044180889,,2002
23,nanometers,24,0.49,1,pub.1044180889,,2002
24,measurement error,25,0.47,7,pub.1044180889,,2002
25,error,26,0.44,15,pub.1044180889,,2002
26,experimental column,27,0.42,1,pub.1044180889,,2002
27,column,28,0.4,2,pub.1044180889,,2002
28,distance,29,0.38,9,pub.1044180889,,2002
29,edge profile,30,0.36,1,pub.1044180889,,2002
30,profile,31,0.33,4,pub.1044180889,,2002
31,optimum conditions,32,0.31,1,pub.1044180889,,2002
32,measurement repeatability,33,0.29,1,pub.1044180889,,2002
33,repeatability,34,0.27,1,pub.1044180889,,2002
34,applications,35,0.24,27,pub.1044180889,,2002
35,system calibration,36,0.22,1,pub.1044180889,,2002
36,calibration,37,0.2,4,pub.1044180889,,2002
37,optimum settings,38,0.18,1,pub.1044180889,,2002
38,focus coil,39,0.16,1,pub.1044180889,,2002
39,coil,40,0.13,2,pub.1044180889,,2002
40,stigmators,41,0.11,1,pub.1044180889,,2002
41,excellent repeatability,42,0.09,1,pub.1044180889,,2002
42,potential,43,0.07,11,pub.1044180889,,2002
43,self-calibration system,44,0.04,1,pub.1044180889,,2002
0,optical surfaces,1,1.0,3,pub.1065117402,,2002
1,surface,2,0.97,42,pub.1065117402,,2002
2,plasma chemical vaporization machining,3,0.93,4,pub.1065117402,,2002
3,chemical vaporization machining,4,0.9,4,pub.1065117402,,2002
4,pipe electrode,5,0.86,2,pub.1065117402,,2002
5,electrode,6,0.83,8,pub.1065117402,,2002
6,RF plasma,7,0.79,2,pub.1065117402,,2002
7,plasma,8,0.76,6,pub.1065117402,,2002
8,electrode tip,9,0.72,1,pub.1065117402,,2002
9,tip,10,0.69,3,pub.1065117402,,2002
10,atmospheric pressure,11,0.66,1,pub.1065117402,,2002
11,pressure,12,0.62,7,pub.1065117402,,2002
12,shaping method,13,0.59,2,pub.1065117402,,2002
13,method,14,0.55,84,pub.1065117402,,2002
14,movement of plasma,15,0.52,1,pub.1065117402,,2002
15,aspheric surfaces,16,0.48,1,pub.1065117402,,2002
16,peak,17,0.45,5,pub.1065117402,,2002
17,shape accuracy,18,0.41,6,pub.1065117402,,2002
18,square roughness,19,0.38,1,pub.1065117402,,2002
19,roughness,20,0.34,11,pub.1065117402,,2002
20,resultant surface,21,0.31,2,pub.1065117402,,2002
21,subnanometer level,22,0.28,1,pub.1065117402,,2002
22,capability,23,0.24,14,pub.1065117402,,2002
23,optics,24,0.21,30,pub.1065117402,,2002
24,fabrication of optics,25,0.17,3,pub.1065117402,,2002
25,fabrication,26,0.14,23,pub.1065117402,,2002
26,plasma chemical vaporization,27,0.1,4,pub.1065117402,,2002
27,chemical vaporization,28,0.07,4,pub.1065117402,,2002
28,vaporization,29,0.03,4,pub.1065117402,,2002
0,technology,1,1.0,19,pub.1027642987,,2002
1,next generation technologies,2,0.98,1,pub.1027642987,,2002
2,generation technologies,3,0.96,1,pub.1027642987,,2002
3,candidates,4,0.94,6,pub.1027642987,,2002
4,cost,5,0.92,5,pub.1027642987,,2002
5,performance point,6,0.9,1,pub.1027642987,,2002
6,point,7,0.88,8,pub.1027642987,,2002
7,projection lithography,8,0.86,6,pub.1027642987,,2002
8,lithography,9,0.84,36,pub.1027642987,,2002
9,high potential,10,0.82,2,pub.1027642987,,2002
10,potential,11,0.8,11,pub.1027642987,,2002
11,contact layer,12,0.78,1,pub.1027642987,,2002
12,layer,13,0.76,19,pub.1027642987,,2002
13,optical tools,14,0.73,1,pub.1027642987,,2002
14,tool,15,0.71,11,pub.1027642987,,2002
15,limit,16,0.69,5,pub.1027642987,,2002
16,resolution,17,0.67,18,pub.1027642987,,2002
17,major challenge,18,0.65,1,pub.1027642987,,2002
18,cost-effective process,19,0.63,1,pub.1027642987,,2002
20,devices,21,0.59,20,pub.1027642987,,2002
21,mask set,22,0.57,1,pub.1027642987,,2002
22,paper,23,0.55,30,pub.1027642987,,2002
23,contact,24,0.53,4,pub.1027642987,,2002
24,line/space patterns,25,0.51,2,pub.1027642987,,2002
25,space patterns,26,0.49,2,pub.1027642987,,2002
26,dimensions,27,0.47,2,pub.1027642987,,2002
27,technology nodes,28,0.45,2,pub.1027642987,,2002
28,negative resist systems,29,0.43,1,pub.1027642987,,2002
29,resist system,30,0.41,1,pub.1027642987,,2002
31,column,32,0.37,2,pub.1027642987,,2002
32,Nikon,33,0.35,5,pub.1027642987,,2002
33,high resolution,34,0.33,5,pub.1027642987,,2002
34,performance,35,0.31,27,pub.1027642987,,2002
35,simulations,36,0.29,26,pub.1027642987,,2002
36,products,37,0.27,2,pub.1027642987,,2002
37,ASIC,38,0.24,1,pub.1027642987,,2002
38,chip technology,39,0.22,1,pub.1027642987,,2002
39,wafers,40,0.2,18,pub.1027642987,,2002
40,mask,41,0.18,4,pub.1027642987,,2002
41,mask cost,42,0.16,1,pub.1027642987,,2002
42,major part,43,0.14,2,pub.1027642987,,2002
43,manufacturing cost,44,0.12,1,pub.1027642987,,2002
44,EPL mask,45,0.1,1,pub.1027642987,,2002
45,distinct advantages,46,0.08,1,pub.1027642987,,2002
46,advantages,47,0.06,17,pub.1027642987,,2002
47,potential applications,48,0.04,1,pub.1027642987,,2002
48,applications,49,0.02,27,pub.1027642987,,2002
0,surface potential,1,1.0,7,pub.1053226054,,2002
1,potential,2,0.98,11,pub.1053226054,,2002
2,Si substrate,3,0.95,5,pub.1053226054,,2002
3,substrate,4,0.93,27,pub.1053226054,,2002
4,organosilane self-assembled monolayers,5,0.91,7,pub.1053226054,,2002
5,self-assembled monolayers,6,0.89,9,pub.1053226054,,2002
6,monolayers,7,0.86,10,pub.1053226054,,2002
7,Kelvin probe force microscopy,8,0.84,7,pub.1053226054,,2002
8,force microscopy,9,0.82,11,pub.1053226054,,2002
9,microscopy,10,0.8,22,pub.1053226054,,2002
10,photolithographic techniques,11,0.77,3,pub.1053226054,,2002
11,technique,12,0.75,39,pub.1053226054,,2002
12,reference surface,13,0.73,2,pub.1053226054,,2002
13,surface,14,0.7,42,pub.1053226054,,2002
14,micrometer scale,15,0.68,2,pub.1053226054,,2002
15,samples,16,0.66,14,pub.1053226054,,2002
16,octadecyltrimethoxysilane,17,0.64,6,pub.1053226054,,2002
17,decyl-1-trimethoxysilane,18,0.61,6,pub.1053226054,,2002
18,aminopropyltrimethoxysilane,19,0.59,2,pub.1053226054,,2002
19,chemical vapor deposition,20,0.57,5,pub.1053226054,,2002
20,vapor deposition,21,0.55,6,pub.1053226054,,2002
21,deposition,22,0.52,12,pub.1053226054,,2002
22,OD,23,0.5,2,pub.1053226054,,2002
23,FAS3,24,0.48,3,pub.1053226054,,2002
24,AHAPS-SAM,25,0.45,3,pub.1053226054,,2002
25,positive surface potential,26,0.43,2,pub.1053226054,,2002
26,potential contrast,27,0.41,4,pub.1053226054,,2002
27,mV,28,0.39,2,pub.1053226054,,2002
28,FAS17,29,0.36,3,pub.1053226054,,2002
29,dipole moment,30,0.34,4,pub.1053226054,,2002
30,moment,31,0.32,4,pub.1053226054,,2002
31,corresponding precursor molecules,32,0.3,2,pub.1053226054,,2002
32,precursor molecules,33,0.27,2,pub.1053226054,,2002
33,molecules,34,0.25,10,pub.1053226054,,2002
34,ab initio molecular orbital calculations,35,0.23,4,pub.1053226054,,2002
35,initio molecular orbital calculations,36,0.2,4,pub.1053226054,,2002
36,molecular orbital calculations,37,0.18,5,pub.1053226054,,2002
37,orbital calculations,38,0.16,5,pub.1053226054,,2002
38,calculations,39,0.14,8,pub.1053226054,,2002
39,large dipole moment,40,0.11,2,pub.1053226054,,2002
40,surface potential contrast,41,0.09,3,pub.1053226054,,2002
41,surface coverage,42,0.07,2,pub.1053226054,,2002
42,coverage,43,0.05,1,pub.1053226054,,2002
43,silicon surface,44,0.02,3,pub.1053226054,,2002
0,index,1,1.0,1,pub.1004647186,,2002
1,contrast,2,0.67,7,pub.1004647186,,2002
2,correlation,3,0.33,5,pub.1004647186,,2002
0,frame,1,1.0,2,pub.1050938226,,2002
1,Eco-Vehicle,2,0.97,1,pub.1050938226,,2002
2,enough room,3,0.94,1,pub.1050938226,,2002
3,room,4,0.9,3,pub.1050938226,,2002
4,batteries,5,0.87,1,pub.1050938226,,2002
5,thin aluminum plate,6,0.84,1,pub.1050938226,,2002
6,aluminum plate,7,0.81,1,pub.1050938226,,2002
7,plate,8,0.77,17,pub.1050938226,,2002
8,torsion tests,9,0.74,1,pub.1050938226,,2002
9,test,10,0.71,6,pub.1050938226,,2002
10,finite element method calculations,11,0.68,1,pub.1050938226,,2002
11,method calculations,12,0.65,1,pub.1050938226,,2002
12,calculations,13,0.61,8,pub.1050938226,,2002
13,structure units,14,0.58,1,pub.1050938226,,2002
14,units,15,0.55,2,pub.1050938226,,2002
15,torsional deformation,16,0.52,1,pub.1050938226,,2002
16,deformation,17,0.48,5,pub.1050938226,,2002
17,thin shell structures,18,0.45,1,pub.1050938226,,2002
18,shell structure,19,0.42,1,pub.1050938226,,2002
19,structure,20,0.39,33,pub.1050938226,,2002
20,bending,21,0.35,1,pub.1050938226,,2002
21,thin plates,22,0.32,1,pub.1050938226,,2002
22,pure torsion,23,0.29,1,pub.1050938226,,2002
23,torsion,24,0.26,1,pub.1050938226,,2002
24,beam,25,0.23,10,pub.1050938226,,2002
25,example,26,0.19,5,pub.1050938226,,2002
26,model,27,0.16,23,pub.1050938226,,2002
27,torsional rigidity,28,0.13,1,pub.1050938226,,2002
28,rigidity,29,0.1,1,pub.1050938226,,2002
29,deformation behavior,30,0.06,1,pub.1050938226,,2002
30,behavior,31,0.03,4,pub.1050938226,,2002
0,non-contact atomic force microscope,1,1.0,1,pub.1021603026,,2002
1,atomic force microscope,2,0.98,6,pub.1021603026,,2002
2,force microscope,3,0.95,7,pub.1021603026,,2002
3,microscope,4,0.93,11,pub.1021603026,,2002
4,piezoelectric cantilever,5,0.91,4,pub.1021603026,,2002
5,cantilever,6,0.88,5,pub.1021603026,,2002
6,piezoelectric lead,7,0.86,1,pub.1021603026,,2002
7,lead,8,0.84,1,pub.1021603026,,2002
8,thin film layers,9,0.81,1,pub.1021603026,,2002
9,film layer,10,0.79,1,pub.1021603026,,2002
10,layer,11,0.77,19,pub.1021603026,,2002
11,deflection sensing,12,0.74,1,pub.1021603026,,2002
12,sensing,13,0.72,2,pub.1021603026,,2002
13,oscillations,14,0.7,4,pub.1021603026,,2002
14,feedback actuation,15,0.67,1,pub.1021603026,,2002
15,actuation,16,0.65,1,pub.1021603026,,2002
16,AFM,17,0.63,1,pub.1021603026,,2002
17,external oscillator,18,0.6,1,pub.1021603026,,2002
18,oscillator,19,0.58,1,pub.1021603026,,2002
19,deflection sensor,20,0.56,3,pub.1021603026,,2002
20,sensors,21,0.53,20,pub.1021603026,,2002
21,simple instrumentation,22,0.51,1,pub.1021603026,,2002
22,instrumentation,23,0.49,1,pub.1021603026,,2002
23,extreme environments,24,0.47,1,pub.1021603026,,2002
24,low temperatures,25,0.44,4,pub.1021603026,,2002
25,temperature,26,0.42,14,pub.1021603026,,2002
26,ultra-high vacuum,27,0.4,1,pub.1021603026,,2002
27,vacuum,28,0.37,4,pub.1021603026,,2002
28,actuators,29,0.35,6,pub.1021603026,,2002
29,fast scanning,30,0.33,1,pub.1021603026,,2002
30,scanning,31,0.3,2,pub.1021603026,,2002
31,images,32,0.28,28,pub.1021603026,,2002
32,atomic steps,33,0.26,1,pub.1021603026,,2002
33,step,34,0.23,5,pub.1021603026,,2002
34,sapphire surface,35,0.21,1,pub.1021603026,,2002
35,surface,36,0.19,42,pub.1021603026,,2002
36,air atmosphere,37,0.16,1,pub.1021603026,,2002
37,atmosphere,38,0.14,4,pub.1021603026,,2002
38,frequency modulation mode,39,0.12,1,pub.1021603026,,2002
39,modulation mode,40,0.09,1,pub.1021603026,,2002
40,mode,41,0.07,13,pub.1021603026,,2002
41,PZT cantilever,42,0.05,1,pub.1021603026,,2002
42,direct oscillation,43,0.02,1,pub.1021603026,,2002
0,ray magnetic linear dichroism spectra,1,1.0,1,pub.1060602673,,2002
1,magnetic linear dichroism spectra,2,0.97,1,pub.1060602673,,2002
2,linear dichroism spectra,3,0.94,1,pub.1060602673,,2002
3,dichroism spectra,4,0.91,1,pub.1060602673,,2002
4,spectra,5,0.88,9,pub.1060602673,,2002
5,images,6,0.85,28,pub.1060602673,,2002
6,XMLD,7,0.82,1,pub.1060602673,,2002
7,ray spectral range,8,0.79,1,pub.1060602673,,2002
8,spectral range,9,0.76,1,pub.1060602673,,2002
9,range,10,0.74,16,pub.1060602673,,2002
10,samples,11,0.71,14,pub.1060602673,,2002
11,magnetic recording media,12,0.68,1,pub.1060602673,,2002
12,recording media,13,0.65,1,pub.1060602673,,2002
13,medium,14,0.62,2,pub.1060602673,,2002
14,thickness,15,0.59,12,pub.1060602673,,2002
15,magnetic layer,16,0.56,1,pub.1060602673,,2002
16,layer,17,0.53,19,pub.1060602673,,2002
17,magnitude,18,0.5,3,pub.1060602673,,2002
18,XMLD signal,19,0.47,1,pub.1060602673,,2002
19,signals,20,0.44,10,pub.1060602673,,2002
20,maximum,21,0.41,1,pub.1060602673,,2002
21,iron K,22,0.38,1,pub.1060602673,,2002
22,absorption edge,23,0.35,1,pub.1060602673,,2002
23,edge,24,0.32,6,pub.1060602673,,2002
24,magnetic domains,25,0.29,1,pub.1060602673,,2002
25,photon energy,26,0.26,1,pub.1060602673,,2002
26,energy,27,0.24,8,pub.1060602673,,2002
27,eV,28,0.21,5,pub.1060602673,,2002
28,magnetic linear dichroism,29,0.18,1,pub.1060602673,,2002
29,linear dichroism,30,0.15,1,pub.1060602673,,2002
30,dichroism,31,0.12,1,pub.1060602673,,2002
31,means,32,0.09,5,pub.1060602673,,2002
32,polarization switching,33,0.06,1,pub.1060602673,,2002
33,switching,34,0.03,1,pub.1060602673,,2002
0,applications,1,1.0,27,pub.1004151242,,2002
1,cantilever,2,0.98,5,pub.1004151242,,2002
2,lead zirconate titanate,3,0.95,1,pub.1004151242,,2002
3,zirconate titanate,4,0.93,1,pub.1004151242,,2002
4,titanate,5,0.91,1,pub.1004151242,,2002
5,thin films,6,0.88,9,pub.1004151242,,2002
6,films,7,0.86,20,pub.1004151242,,2002
7,deflection sensor,8,0.84,3,pub.1004151242,,2002
8,sensors,9,0.81,20,pub.1004151242,,2002
9,dynamic-mode atomic force microscopy,10,0.79,2,pub.1004151242,,2002
10,atomic force microscopy,11,0.77,3,pub.1004151242,,2002
11,force microscopy,12,0.74,11,pub.1004151242,,2002
12,microscopy,13,0.72,22,pub.1004151242,,2002
13,related techniques,14,0.7,1,pub.1004151242,,2002
14,technique,15,0.67,39,pub.1004151242,,2002
15,scanning,16,0.65,2,pub.1004151242,,2002
16,field optical microscopy,17,0.63,1,pub.1004151242,,2002
17,optical microscopy,18,0.6,3,pub.1004151242,,2002
18,Kelvin force microscopy,19,0.58,1,pub.1004151242,,2002
19,SNOM measurements,20,0.56,1,pub.1004151242,,2002
20,measurements,21,0.53,30,pub.1004151242,,2002
21,evanescent light,22,0.51,1,pub.1004151242,,2002
22,light,23,0.49,23,pub.1004151242,,2002
23,tip apex,24,0.47,1,pub.1004151242,,2002
24,hollow tip,25,0.44,1,pub.1004151242,,2002
25,tip,26,0.42,3,pub.1004151242,,2002
26,photodetectors,27,0.4,4,pub.1004151242,,2002
27,confocal arrangement,28,0.37,1,pub.1004151242,,2002
28,arrangement,29,0.35,3,pub.1004151242,,2002
29,local surface potential,30,0.33,1,pub.1004151242,,2002
30,surface potential,31,0.3,7,pub.1004151242,,2002
31,potential,32,0.28,11,pub.1004151242,,2002
32,ferroelectric films,33,0.26,1,pub.1004151242,,2002
33,frequency modulation (FM) detection method,34,0.23,3,pub.1004151242,,2002
34,detection method,35,0.21,4,pub.1004151242,,2002
35,method,36,0.19,84,pub.1004151242,,2002
36,ferroelectric domains,37,0.16,1,pub.1004151242,,2002
37,AFM tip,38,0.14,1,pub.1004151242,,2002
38,SNOM,39,0.12,2,pub.1004151242,,2002
39,piezoelectric cantilever,40,0.09,4,pub.1004151242,,2002
40,investigation,41,0.07,6,pub.1004151242,,2002
41,electrical properties,42,0.05,2,pub.1004151242,,2002
42,properties,43,0.02,24,pub.1004151242,,2002
0,surface potential,1,1.0,7,pub.1041582335,,2002
1,potential,2,0.98,11,pub.1041582335,,2002
2,organosilane self-assembled monolayers,3,0.96,7,pub.1041582335,,2002
3,self-assembled monolayers,4,0.93,9,pub.1041582335,,2002
4,monolayers,5,0.91,10,pub.1041582335,,2002
5,silicon substrate,6,0.89,3,pub.1041582335,,2002
6,substrate,7,0.87,27,pub.1041582335,,2002
7,Kelvin-probe force microscopy,8,0.85,3,pub.1041582335,,2002
8,force microscopy,9,0.83,11,pub.1041582335,,2002
9,microscopy,10,0.8,22,pub.1041582335,,2002
10,octadecyltrimethoxysilane,11,0.78,6,pub.1041582335,,2002
11,OD surface,12,0.76,1,pub.1041582335,,2002
12,surface,13,0.74,42,pub.1041582335,,2002
13,micrometer scale,14,0.72,2,pub.1041582335,,2002
14,samples,15,0.7,14,pub.1041582335,,2002
15,photolithographic techniques,16,0.67,3,pub.1041582335,,2002
16,technique,17,0.65,39,pub.1041582335,,2002
17,vacuum ultra-violet light,18,0.63,1,pub.1041582335,,2002
18,ultra-violet light,19,0.61,1,pub.1041582335,,2002
19,light,20,0.59,23,pub.1041582335,,2002
20,same sample surface,21,0.57,1,pub.1041582335,,2002
21,sample surface,22,0.54,5,pub.1041582335,,2002
22,decyl-1-trimethoxysilane,23,0.52,6,pub.1041582335,,2002
23,ODS-SAM,24,0.5,3,pub.1041582335,,2002
24,AHAPS-SAM,25,0.48,3,pub.1041582335,,2002
25,positive surface potential,26,0.46,2,pub.1041582335,,2002
26,potential contrast,27,0.43,4,pub.1041582335,,2002
27,FAS17,28,0.41,3,pub.1041582335,,2002
28,FAS3,29,0.39,3,pub.1041582335,,2002
29,AHAPS,30,0.37,2,pub.1041582335,,2002
30,CMP,31,0.35,2,pub.1041582335,,2002
31,ODS,32,0.33,1,pub.1041582335,,2002
32,dipole moment,33,0.3,4,pub.1041582335,,2002
33,moment,34,0.28,4,pub.1041582335,,2002
34,corresponding precursor molecules,35,0.26,2,pub.1041582335,,2002
35,precursor molecules,36,0.24,2,pub.1041582335,,2002
36,molecules,37,0.22,10,pub.1041582335,,2002
37,ab initio molecular orbital calculations,38,0.2,4,pub.1041582335,,2002
38,initio molecular orbital calculations,39,0.17,4,pub.1041582335,,2002
39,molecular orbital calculations,40,0.15,5,pub.1041582335,,2002
40,orbital calculations,41,0.13,5,pub.1041582335,,2002
41,calculations,42,0.11,8,pub.1041582335,,2002
42,surface potential microscopy,43,0.09,1,pub.1041582335,,2002
43,organized molecular systems,44,0.07,1,pub.1041582335,,2002
44,molecular systems,45,0.04,1,pub.1041582335,,2002
0,optical system,1,1.0,8,pub.1022004647,,2002
2,components,3,0.89,9,pub.1022004647,,2002
3,Zeeman laser,4,0.84,2,pub.1022004647,,2002
4,laser,5,0.79,16,pub.1022004647,,2002
5,grating,6,0.74,3,pub.1022004647,,2002
6,slide table,7,0.68,1,pub.1022004647,,2002
7,heterodyne interferometer,8,0.63,1,pub.1022004647,,2002
8,interferometer,9,0.58,6,pub.1022004647,,2002
9,beat signal,10,0.53,1,pub.1022004647,,2002
10,signals,11,0.47,10,pub.1022004647,,2002
11,straightness error,12,0.42,1,pub.1022004647,,2002
12,good agreement,13,0.37,4,pub.1022004647,,2002
13,agreement,14,0.32,4,pub.1022004647,,2002
14,laser interferometer system,15,0.26,1,pub.1022004647,,2002
15,interferometer system,16,0.21,1,pub.1022004647,,2002
16,results,17,0.16,56,pub.1022004647,,2002
17,new measurement system,18,0.11,1,pub.1022004647,,2002
18,measurement system,19,0.05,3,pub.1022004647,,2002
0,heating problem,1,1.0,1,pub.1017415473,,2002
1,problem,2,0.93,13,pub.1017415473,,2002
2,stepper,3,0.87,4,pub.1017415473,,2002
3,method,4,0.8,84,pub.1017415473,,2002
4,heat loading,5,0.73,1,pub.1017415473,,2002
5,loading,6,0.67,1,pub.1017415473,,2002
6,dynamic meshing,7,0.6,1,pub.1017415473,,2002
7,meshing,8,0.53,1,pub.1017415473,,2002
8,computational time,9,0.47,1,pub.1017415473,,2002
9,time,10,0.4,22,pub.1017415473,,2002
10,high accuracy,11,0.33,9,pub.1017415473,,2002
11,accuracy,12,0.27,31,pub.1017415473,,2002
12,FEA,13,0.2,1,pub.1017415473,,2002
13,wafer heating,14,0.13,2,pub.1017415473,,2002
14,heating,15,0.07,2,pub.1017415473,,2002
0,responsivity spectrum,1,1.0,4,pub.1093962979,,2002
1,spectra,2,0.96,9,pub.1093962979,,2002
2,electrical characteristics,3,0.93,1,pub.1093962979,,2002
3,characteristics,4,0.89,11,pub.1093962979,,2002
4,GaN,5,0.86,3,pub.1093962979,,2002
5,ultraviolet photodetectors,6,0.82,1,pub.1093962979,,2002
6,photodetectors,7,0.79,4,pub.1093962979,,2002
7,transparent electrodes,8,0.75,2,pub.1093962979,,2002
8,electrode,9,0.71,8,pub.1093962979,,2002
9,near UV region,10,0.68,1,pub.1093962979,,2002
10,UV region,11,0.64,4,pub.1093962979,,2002
11,region,12,0.61,14,pub.1093962979,,2002
12,ultraviolet region,13,0.57,1,pub.1093962979,,2002
13,order,14,0.54,31,pub.1093962979,,2002
14,device performance,15,0.5,2,pub.1093962979,,2002
15,performance,16,0.46,27,pub.1093962979,,2002
16,reverse bias,17,0.43,2,pub.1093962979,,2002
17,transparent Schottky electrode,18,0.39,1,pub.1093962979,,2002
18,Schottky electrode,19,0.36,1,pub.1093962979,,2002
19,N2ambient,20,0.32,1,pub.1093962979,,2002
20,dark current,21,0.29,1,pub.1093962979,,2002
21,current,22,0.25,5,pub.1093962979,,2002
22,hundredth part,23,0.21,1,pub.1093962979,,2002
23,responsivity,24,0.18,4,pub.1093962979,,2002
24,UV detector,25,0.14,3,pub.1093962979,,2002
25,detector,26,0.11,8,pub.1093962979,,2002
26,near UV,27,0.07,1,pub.1093962979,,2002
27,UV,28,0.04,3,pub.1093962979,,2002
0,work,1,1.0,4,pub.1095627228,,2002
1,optical thin films,2,0.95,3,pub.1095627228,,2002
2,thin films,3,0.9,9,pub.1095627228,,2002
