Grant Number,Title,Funding Amount in USD,Start Year,End Year,Funder,Funder Country,Dimensions ID
N01AI000068,POPULATION GENETICS ANALYSIS PROGRAM IMMUNITY TO VACCINES/INFECTION-266000068,0.0,2004,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424333
N01AI000067,POPULATION GENETICS ANALYSIS PROGRAM:  IMMUNITY TO VACCINES/INFECTIONS-266000067,0.0,2004,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424332
N01AI000065,POPULATION GENETICS ANALYSIS PROGRAM: IMMUNITY TO VACCINES/INFECTIONS--266000065,0.0,2004,2006,National Institute of Allergy and Infectious Diseases,United States,grant.2424330
N01AI000064,POPULATION GENETICS ANALYSIS PROGRAM IMMUNITY TO VACCINES/INFECTION-266000064,0.0,2004,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424329
K11AI001061,IMMUNE INTERACTIONS OF GONORRHEA AND VACCINE DEVELOPMENT,0.0,1991,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2415704
K08AG000548,"ANTIBODY DIVERSITY, AGE AND INFLUENZA VACCINE EFFICACY",0.0,1992,1998,National Institute on Aging,United States,grant.2409426
K01OH000131,HEALTH CARE WORKER COMPLIANCE WITH HEPATITIS B VACCINE,0.0,1993,1997,Centers for Disease Control and Prevention,United States,grant.2405500
H23IP000767,PREVENTING AND MITIGATING VACCINE PREVENTABLE DISEASE THROUGH IMMUNIZATION,12239874.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393833
H23IP000765,TO PREVENT VACCINE-PREVENTABLE DISEASE THROUGH MAINTAINING IMMUNIZATION STRUCTURE,24666320.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393831
H23IP000762,Immunization Grant and Vaccines for Children's Program,23776040.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393828
H23IP000756,NEBRASKA IMMUNIZATION AND VACCINES FOR CHILDREN PROGRAM,6919041.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393822
H23IP000746,GUAM IMMUNIZATION AND VACCINES FOR CHILDREN PROGRAMS,3954801.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393812
H23IP000744,GEORGIA IMMUNIZATIONS AND VACCINES FOR CHILDREN GRANTS,26897364.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393810
H23IP000742,FSM IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,3732639.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393809
H23IP000731,PREVENTION & CONTROL OF COMMUNICABLE AND VACCINE PREVENTABLE DISEASES,10030916.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393798
H23IP000725,KY IMMUNIZATION PROGRAM IMMUNIZATION & VACCINE FOR CHILDREN PROGRAM,13007636.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393792
H23IP000721,HAWAII IMMUNIZATION AND VACCINES FOR CHILDREN PROGRAM,9628383.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393788
H23IP000708,Building Capacity for Immunization Billing and Vaccine Barcode Reading,835028.0,2012,2015,Centers for Disease Control and Prevention,United States,grant.2393775
F33AI008851,NEISSERIA MENINGITIDIS GROUP B;IDIOTYPES AND VACCINES,0.0,1993,1993,National Institute of Allergy and Infectious Diseases,United States,grant.2390878
F32DK009360,ATTENUATED SHIGELLA AS TOXIGENIC E COLI VACCINE,0.0,1996,1996,National Institute of Diabetes and Digestive and Kidney Diseases,United States,grant.2375603
F32AI009773,VACCINE POTENTIAL OF PAR PROTEINS OF TRYPANOSOMA CRUZI,0.0,1997,1999,National Institute of Allergy and Infectious Diseases,United States,grant.2369988
F32AI008991,LIVE AND ATTENUATED VIBRIO CHOLERAE VACCINE STRAINS,0.0,1994,1995,National Institute of Allergy and Infectious Diseases,United States,grant.2369821
F32AI008965,DEVELOPMENT OF A SINGLE DOSE TETANUS VACCINE,0.0,1994,1994,National Institute of Allergy and Infectious Diseases,United States,grant.2369813
F31AI010487,SALMONELLA AS A VACCINE TOOL AGAINST HIV,113650.0,2000,2002,National Institute of Allergy and Infectious Diseases,United States,grant.2359845
F05TW004386,FACTORS INFLUENCING HIB DISEASE AND VACCINE EFFICACY,0.0,1990,1991,Fogarty International Center,United States,grant.2356296
F05TW003315,DEVELOPMENT OF VACCINE AGAINST GROUP B STREPTOCOCCI,0.0,1985,1985,Fogarty International Center,United States,grant.2355713
272200800057C-1-0-2,Vaccine and Treatment Evaluation Units,2723435.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346752
272200800057C-1-0-1,Vaccine and Treatment Evaluation Units,371377.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346751
272200800056C-0-0-1,Advanced Development of Multivalent Filovirus Vaccines,13496364.0,2008,2013,National Institute of Allergy and Infectious Diseases,United States,grant.2346748
272200800051C-0-0-1,Development of an Anthrax Vaccine,13072863.0,2008,2011,National Institute of Allergy and Infectious Diseases,United States,grant.2346743
272200800008C-2-0-2,Vaccine and Treatment Evaluation Units,2809421.0,2008,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2346629
272200800008C-2-0-1,Vaccine and Treatment Evaluation Units,383103.0,2008,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2346628
272200800007C-1-0-2,Vaccine and Treatment Evaluation Units,2729831.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346595
272200800007C-1-0-1,Vaccine and Treatment Evaluation Units,372250.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346594
272200800006C-2-0-2,Vaccine and Treatment Evaluation Units,2628793.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346582
272200800006C-2-0-1,Vaccine and Treatment Evaluation Units,358447.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346581
272200800005C-1-0-2,Vaccine and Treatment Evaluation Units,2746553.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346548
272200800005C-1-0-1,Vaccine and Treatment Evaluation Units,374527.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346547
272200800004C-1-0-2,Vaccine and Treatment Evaluation Units,2634897.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346527
272200800004C-1-0-1,Vaccine and Treatment Evaluation Units,359304.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346526
272200800003C-2-0-1,Vaccine and Treatment Evaluation Units,337232.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346510
272200800002C-1-0-2,Vaccine and Treatment Evaluation Units,2758811.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346485
272200800002C-1-0-1,Vaccine and Treatment Evaluation Unit,376202.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346484
272200700056C-0-0-1,Global HIV AIDS Vaccine Enterprise Secretariat,1735409.0,2007,2009,National Institute of Allergy and Infectious Diseases,United States,grant.2346449
272200700056C-0-0-0,GLOBAL HIV VACCINE ENTERPRISE,1735409.0,2007,2009,National Institute of Allergy and Infectious Diseases,United States,grant.2346448
7262-08,Translational Development of Novel Vaccine Therapies,6250000.0,2007,2012,Leukemia and Lymphoma Society,United States,grant.100070653
09PH-008-961-2596,Rotavirus vaccine and prevention of hospitalization,20000.0,2010,2011,Gerber Foundation,United States,grant.100069317
0319223B/3,Verbundprojekt: EUREKA-Projekt: Malaria-Impfstoff (EU 101) - Teilvorhaben: Gentechnologische Entwicklung einer Malaria-Vakzine - Phase 2,2247441.0,1988,1991,Federal Ministry of Education and Research,Germany,grant.7992220
01KA1304,"'EDCTP-Malaria Impfstoff: Biometrie und Parasiten-Quantifizierung zur Entwicklung neuer malariaimpfstoffe, -medikamente und -miagnostika in Afrika.'",79683.0,2013,2014,Federal Ministry of Education and Research,Germany,grant.7951289
01KA0802,"EDCTP-HIV-Vakzine I: Durchführung eine Phase IB HIV Impfstoffstudie (DNA / NYVAC) in Mbeya, Tansania.",211751.0,2008,2012,Federal Ministry of Education and Research,Germany,grant.7951265
,Investigation of Novel Vaccine Strategies for Influenza: Targeting Innate and Adaptive Immunity for Cross-protective Vaccines,1102716.0,2008,2011,Canadian Institutes of Health Research,Canada,
2015R1C1A1A02037060,일반백신 또는 긴급백신제제의 뇌구조 및 기능에 대한 안전성 신속검정,0.0,2015,2016,National Research Foundation of Korea,South Korea,
2013R1A1A2061340,비만 마우스에서의 호흡기 바이러스에 대한 백신의 효능 측정 및 비만 개선을 통한 백신 역량 강화 평가,0.0,2013,2014,National Research Foundation of Korea,South Korea,
2010-00240,마우스 모델에서 모체의 결핵 감염이 신생아의 결핵 백신 효과에 미치는 영향 및 신규 결핵 백신 효능 검증,0.0,2010,2011,National Research Foundation of Korea,South Korea,
194341,Development of vaccine strategies for measles and malaria using oral bacterial vectors and edible plant vaccines,46858.0,2002,2005,National Health and Medical Research Council,Australia,grant.6723340
OPP51764,To test a new bacterial synthesis method to produce glycoconjugate vaccines to generate an improved vaccine against pneumococcal disease.,100000.0,2008,2009,Bill & Melinda Gates Foundation,United States,grant.6584684
OPP1036030,To produce more poliovirus vaccine supply by silencing non-essential virus resistance genes to develop enhanced vaccine cell lines.,99632.0,2011,2012,Bill & Melinda Gates Foundation,United States,grant.6584355
OPP41427,To support the AIDS Vaccine 2006 conference which will bring together scientists in the field of HIV vaccine research.,357500.0,2006,2007,Bill & Melinda Gates Foundation,United States,grant.6582323
OPP1060868,To develop and field test a durable liner for vaccine carriers to protect vaccines from freezing.,98231.0,2012,2013,Bill & Melinda Gates Foundation,United States,grant.6581899
OPP1033096,To develop an envelope vaccine antigen that allows immune recognition and is an effective vaccine antigen,896490.0,2011,2015,Bill & Melinda Gates Foundation,United States,grant.6580202
272201600039C-0-0-1,DEVELOPMENT OF A NOVEL SALMONELLA PARATYPHI A VACCINE,449620.0,2016,2018,National Institute of Allergy and Infectious Diseases,United States,grant.6499488
9671687,ヒト精子抗原を用いた経口ワクチン及び遺伝子ワクチンの開発に関する生殖免疫学的研究,4956.0,1997,1997,Japan Society for the Promotion of Science,Japan,
hrc_04bb2ea4,RV3 Rotavirus Vaccine: A Phase II clinical trial for a human neonatal rotavirus vaccine for the global community,322481.0,2009,2011,Health Research Council of New Zealand,New Zealand,grant.5502095
N01AI30023-14-0-1,Development of a Coronavirus Vaccine,1000.0,2003,2012,National Institute of Allergy and Infectious Diseases,United States,grant.5246360
BW-08028,Insights into CD4+ T cell responses against cancer vaccines from analysis of responses to a conventional vaccine,0.0,2008,2014,Bloodwise,United Kingdom,grant.5141545
09/16282-0,Adjuvant properties of cellular vaccines: combination of cellular pertussis vaccine and BCG with Streptococcus pneumoniae antigens,0.0,2010,2012,São Paulo Research Foundation,Brazil,grant.4486180
00/PI.1/B045,Pathogen-derived immunomodulatory molecules: future immunotherapeutics and vaccines,9265633.0,2001,2006,Science Foundation Ireland,Ireland,grant.3984586
06/RFP/GEN028,Can plant plastids produce a candidate flu vaccine,327096.0,2006,2009,Science Foundation Ireland,Ireland,grant.3983756
62863,Information dissemination on the human papillomavirus vaccine,16141.0,2008,2009,Social Sciences and Humanities Research Council,Canada,grant.3899759
N01AI30023-13-0-1,Development of a Coronavirus Vaccine,25831.0,2003,2012,National Institute of Allergy and Infectious Diseases,United States,grant.3858644
272201200003I-1-27200008-1,Task X8: Efficacy Testing of Ebola Virus Vaccines,1644104.0,2013,2016,National Institute of Allergy and Infectious Diseases,United States,grant.3856963
72624,USE OF THE VACCINE ADJUVANT FOR IMMUNOMODULATION OF THE INFECTION CAUSED BY TRYPANOSOMA BRUCEI: AN APPROACH TO VACCINE DESIGN,152343.0,2007,2010,Foundation for Science and Technology,Portugal,grant.3529314
111077,Development of DNA-based vaccines for bovine viral diarrhoea virus. Développement des vaccins à base d'ADN le virus de diarrhée bovine.,170773.0,1996,1998,Natural Sciences and Engineering Research Council,Canada,grant.2972456
N01AI052575,TESTING VACCINES IN CHILDREN,0.0,1985,1990,National Institute of Allergy and Infectious Diseases,United States,grant.2424690
71998,Frameshifts as a Cancer Vaccine,1200000.0,2007,2010,W. M. Keck Foundation,United States,grant.100069716
N01AI065314,SIMIAN VACCINE EVALUATION UNITS,2560239.0,1996,2001,National Institute of Allergy and Infectious Diseases,United States,grant.2424837
30200246,HPV双启动子DNA疫苗和重组腺病毒疫苗的联合应用研究,23024.0,2003,2005,National Natural Science Foundation of China,China,grant.8169343
5395449580,Vaccines against helminth infections (acronym PARAVAC),0.0,2011,2015,Belgian Federal Science Policy Office,Belgium,grant.6783638
25830115,The mechanisms of macrophage dependent vaccine,39940.0,2013,2015,Japan Society for the Promotion of Science,Japan,grant.6127074
Z01AI000416,Recombinant Vaccines for Prevention of AIDS and Other Diseases,3320228.0,1985,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2708529
50343004,SARS疫苗高分子载体的模拟研究,12078.0,2003,2004,National Natural Science Foundation of China,China,grant.8248988
1031473,Characterisation of rotavirus vaccine escape - potential for significant impact on vaccination program,514201.0,2012,2014,National Health and Medical Research Council,Australia,grant.6734414
185875,Conference: Genetic vaccines - benefits and challenges,33782.0,2007,2009,The Research Council of Norway,Norway,grant.4640689
10-04-09827,Участие в GENE-BASED VACCINES - GBV2010 Conference,0.0,2010,2010,Russian Foundation for Basic Research,Russia,grant.5356862
OPP1117200,To development of a new safer Oral Polio Vaccine against type 2 strain (nOPV2) with lower risk of circulating vaccine derived polio virus (cVDVP) or vaccine associated paralytic poliomyelitis (VAPP) than existing Sabin mOPV 2,3081165.0,2014,2018,Bill & Melinda Gates Foundation,United States,grant.6586399
OPP1015149,"To test a new vaccine technology that modulates a host cytokine response to HIV vaccines. If successful, this technology may also enhance T-cell mediated immunity to other vaccine antigens, such as Tuberculosis.",100000.0,2010,2011,Bill & Melinda Gates Foundation,United States,grant.6585096
OPP1068031,To produce new and more potent vaccines with increased stability by testing a vaccine platform based on protein crystals (MicroCubes) produced by insect viruses for developing a candidate vaccine against HIV.,428770.0,2013,2016,Bill & Melinda Gates Foundation,United States,grant.6583693
OPP1045902,To develop better polio vaccines by researching whether adding immune pressure against proteins found in the attenuated strains of the oral polio vaccine leads to the emergence of recombinant circulating vaccine-derived polioviruses,100000.0,2011,2014,Bill & Melinda Gates Foundation,United States,grant.6582991
