first_name,id,last_name,orcid_id,research_orgs,total_publications,full_name,url
Jonathan L,ur.014205522343.23,Peebles,['0000-0001-6488-3277'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.266100.3', 'acronym': 'UCSD', 'name': 'University of California, San Diego', 'country_name': 'United States'}]",25,Jonathan L Peebles,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014205522343.23
Krystle,ur.010140255177.19,Bittner,,"[{'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",25,Krystle Bittner,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010140255177.19
Leonard F,ur.01271507023.32,Salzman,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412689.0', 'acronym': 'UPMC', 'name': 'University of Pittsburgh Medical Center', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",25,Leonard F Salzman,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01271507023.32
Li,ur.014757154737.53,Yan,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",25,Li Yan,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014757154737.53
George T,ur.015470200600.20,Harvey,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.469490.6', 'name': 'Nokia (United States)', 'country_name': 'United States'}]",25,George T Harvey,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015470200600.20
Rajeev S,ur.01177065431.08,Ramchandran,,"[{'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.239578.2', 'name': 'Cleveland Clinic', 'country_name': 'United States'}, {'id': 'grid.280881.b', 'name': 'Doheny Eye Institute', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.9647.c', 'name': 'Leipzig University', 'country_name': 'Germany'}, {'id': 'grid.42505.36', 'acronym': 'USC', 'name': 'University of Southern California', 'country_name': 'United States'}, {'id': 'grid.189509.c', 'name': 'Duke University Hospital', 'country_name': 'United States'}, {'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'country_name': 'United States'}, {'id': 'grid.21107.35', 'acronym': 'JHU', 'name': 'Johns Hopkins University', 'country_name': 'United States'}]",25,Rajeev S Ramchandran,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01177065431.08
Bryan,ur.0644135452.33,Barrus,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.240473.6', 'name': 'Penn State Milton S. Hershey Medical Center', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",25,Bryan Barrus,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0644135452.33
Arthur S,ur.0774103711.08,Hengerer,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.414843.e', 'name': 'Kaiser Foundation Hospital', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",25,Arthur S Hengerer,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0774103711.08
Nienwen,ur.01152521057.01,Chow,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.240206.2', 'name': 'McLean Hospital', 'country_name': 'United States'}, {'id': 'grid.42505.36', 'acronym': 'USC', 'name': 'University of Southern California', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.422341.2', 'name': 'Socratech (United States)', 'country_name': 'United States'}]",25,Nienwen Chow,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01152521057.01
Celia,ur.016713072223.74,Applegate,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",25,Celia Applegate,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016713072223.74
C,ur.014435115335.88,Chandlee,,"[{'id': 'grid.17635.36', 'name': 'University of Minnesota', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.417851.e', 'acronym': 'Fermilab', 'name': 'Fermilab', 'country_name': 'United States'}]",25,C Chandlee,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014435115335.88
Scott S,ur.01062112543.16,Stewart,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",25,Scott S Stewart,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01062112543.16
Norman L,ur.016406470367.05,Alling,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]",25,Norman L Alling,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016406470367.05
Hussein,ur.01041623236.68,Aluie,['0000-0003-3516-3697'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.148313.c', 'acronym': 'LANL', 'name': 'Los Alamos National Laboratory', 'country_name': 'United States'}, {'id': 'grid.21107.35', 'acronym': 'JHU', 'name': 'Johns Hopkins University', 'country_name': 'United States'}]",25,Hussein Aluie,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01041623236.68
Jill R,ur.0632633470.03,Quinn,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",25,Jill R Quinn,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0632633470.03
Jidong,ur.0622412557.29,Zhang,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.12527.33', 'acronym': 'THU', 'name': 'Tsinghua University', 'country_name': 'China'}]",25,Jidong Zhang,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0622412557.29
Mina Millicent,ur.01004317523.33,Chung,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.42505.36', 'acronym': 'USC', 'name': 'University of Southern California', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",25,Mina Millicent Chung,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01004317523.33
Robert,ur.013024215467.06,Novy-Marx,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",25,Robert Novy-Marx,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013024215467.06
Sundeep,ur.01047571505.08,Malik,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.267308.8', 'name': 'The University of Texas Health Science Center at Houston', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",25,Sundeep Malik,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01047571505.08
Bhargava K,ur.01140330702.94,Chinni,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.262613.2', 'acronym': 'RIT', 'name': 'Rochester Institute of Technology', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",25,Bhargava K Chinni,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01140330702.94
J David,ur.01141062317.09,Lambert,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.134563.6', 'acronym': 'UA', 'name': 'University of Arizona', 'country_name': 'United States'}]",25,J David Lambert,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01141062317.09
Shuai,ur.012021536445.46,Wu,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",25,Shuai Wu,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012021536445.46
Marguerite F,ur.0102113552.28,Little,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",24,Marguerite F Little,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0102113552.28
Margarita Simon,ur.014534655707.12,Guillory,,"[{'id': 'grid.21940.3e', 'name': 'Rice University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",24,Margarita Simon Guillory,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014534655707.12
Michael G,ur.072455655.00,Buonocore,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.39381.30', 'acronym': 'UWO', 'name': 'Western University', 'country_name': 'Canada'}]",24,Michael G Buonocore,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.072455655.00
Adora M,ur.012446040741.78,Dsouza,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",24,Adora M Dsouza,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012446040741.78
Arthur D,ur.01162364702.87,Eisenberg,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",24,Arthur D Eisenberg,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01162364702.87
Robert A,ur.0730021126.86,Hoekelman,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.240223.5', 'name': 'Memorial Hospital of Rhode Island', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",24,Robert A Hoekelman,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0730021126.86
D,ur.011072434605.02,Blanis,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",24,D Blanis,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011072434605.02
Mary Jane,ur.014462402113.43,Curry,['0000-0002-0725-149X'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412199.6', 'name': 'Universidad Mayor', 'country_name': 'Chile'}]",24,Mary Jane Curry,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014462402113.43
Scott F,ur.01266601454.60,Paoni,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",24,Scott F Paoni,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01266601454.60
Ashkan,ur.0762212317.64,Ertefaie,,"[{'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.214458.e', 'acronym': 'UM', 'name': 'University of Michigan', 'country_name': 'United States'}, {'id': 'grid.14709.3b', 'name': 'McGill University', 'country_name': 'Canada'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",24,Ashkan Ertefaie,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0762212317.64
Joanna Shuang,ur.010231072117.02,Wu,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",24,Joanna Shuang Wu,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010231072117.02
Ethan David,ur.01044426674.20,Cohen,,"[{'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.32224.35', 'acronym': 'MGH', 'name': 'Massachusetts General Hospital', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",24,Ethan David Cohen,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01044426674.20
R L,ur.012141707553.32,Kremens,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",24,R L Kremens,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012141707553.32
William D,ur.011122156622.67,Burke,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",24,William D Burke,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011122156622.67
John A,ur.014533241330.33,Osaheni,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",24,John A Osaheni,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014533241330.33
M,ur.07364525127.98,Galanti,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",24,M Galanti,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07364525127.98
Qiang,ur.01312013102.01,Yang,,"[{'id': 'grid.259979.9', 'acronym': 'MTU', 'name': 'Michigan Technological University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.460394.c', 'name': 'Montana State University System', 'country_name': 'United States'}, {'id': 'grid.41891.35', 'acronym': 'MSU', 'name': 'Montana State University', 'country_name': 'United States'}]",24,Qiang Yang,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01312013102.01
Dianne Veronica,ur.0665211037.46,Liebel,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.36425.36', 'acronym': 'SBU', 'name': 'Stony Brook University', 'country_name': 'United States'}]",24,Dianne Veronica Liebel,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0665211037.46
Edwin,ur.052077023.70,Kinnen,,"[{'id': 'grid.17635.36', 'name': 'University of Minnesota', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",24,Edwin Kinnen,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.052077023.70
