,for_name,id,year,title
2013,Biochemistry and Cell Biology,US-9630930-B2,2014,Diketopiperazine microparticles with defined specific surface areas
2014,Pharmacology and Pharmaceutical Sciences,US-9364436-B2,2012,High capacity diketopiperazine microparticles and methods
2015,Chemical Engineering,US-9241903-B2,2013,Method for improving the pharmaceutic properties of microparticles comprising diketopiperazine and an active agent
2016,Other Physical Sciences,DE-102015224162-B4,2015,Method for determining a movement information and a magnetic resonance device describing a movement in an at least partially moved examination area
2017,Communications Technologies,WO-2011064577-A1,2010,CONTRAST AGENTS FOR MEDICAL MICROWAVE IMAGING
2018,Other Physical Sciences,WO-2011064577-A1,2010,CONTRAST AGENTS FOR MEDICAL MICROWAVE IMAGING
2019,Clinical Sciences,US-9943571-B2,2013,Use of ultrarapid acting insulin
2020,Pharmacology and Pharmaceutical Sciences,US-9802012-B2,2013,Dry powder drug delivery system and methods
2021,Clinical Sciences,US-9801925-B2,2015,Potentiation of glucose elimination
2022,Pharmacology and Pharmaceutical Sciences,EP-3153161-A1,2012,SMALL MOLECULE INHIBITORS OF TRPA1
2023,Organic Chemistry,US-9879019-B2,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-α]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluoroethyl)pyrrolidine-1-carboxamide and solid state forms thereof"
2024,Neurosciences,US-9737525-B2,2014,Small molecule activators of NRF2 pathway
2025,Oncology and Carcinogenesis,US-9452182-B2,2012,Collateral gene inactivation biomarkers and targets for cancer therapy
2026,Pharmacology and Pharmaceutical Sciences,US-9339615-B2,2013,Dry powder inhaler and system for drug delivery
2027,Pharmacology and Pharmaceutical Sciences,US-9220687-B2,2014,Substituted diketopiperazine analogs for use as drug delivery agents
2028,Macromolecular and Materials Chemistry,US-9220687-B2,2014,Substituted diketopiperazine analogs for use as drug delivery agents
2029,Clinical Sciences,US-9993190-B2,2012,System and method for neurocognitive training and/or neuropsychological assessment
2030,Immunology,US-10072078-B2,2013,M971 chimeric antigen receptors
2031,Clinical Sciences,US-10046031-B2,2017,Use of ultrarapid acting insulin
2032,Pharmacology and Pharmaceutical Sciences,US-9511198-B2,2013,Dry powder inhaler and system for drug delivery
2033,Physical Chemistry (incl. Structural),US-9717689-B2,2016,Method of drug formulation based on increasing the affinity of crystalline microparticle surfaces for active agents
2034,Chemical Engineering,US-9925144-B2,2014,Heat-stable dry powder pharmaceutical compositions and methods
2035,Pharmacology and Pharmaceutical Sciences,US-9662461-B2,2016,Dry powder drug delivery system and methods
2036,Neurosciences,US-9486447-B2,2012,Compositions and methods for controlling neuronal excitation
2037,Medical Microbiology,US-8183349-B2,2010,Markers of XMRV infection and uses thereof
2038,Electrical and Electronic Engineering,US-9943241-B2,2014,"Impedance measurement devices, systems, and methods"
2039,Immunology,WO-2014065961-A1,2013,M971 CHIMERIC ANTIGEN RECEPTORS
2040,Psychology,US-8604080-B2,2008,High dose glycine as a treatment for obsessive-compulsive disorder and obsessive compulsive spectrum disorders
2041,Pharmacology and Pharmaceutical Sciences,US-8486646-B2,2010,Methods of using a G protein-coupled receptor to identify peptide YY (PYY) secretagogues
2042,Clinical Sciences,US-8486646-B2,2010,Methods of using a G protein-coupled receptor to identify peptide YY (PYY) secretagogues
2043,Medical Biochemistry and Metabolomics,WO-2013028843-A1,2012,PEPTIDE NANOPARTICLES AND USES THEREOF
2044,Immunology,US-9688772-B2,2015,Anti-GD2 antibodies
2045,Biochemistry and Cell Biology,WO-2013057687-A3,2012,BIOMARKERS PREDICTIVE OF RESPONSIVENESS TO ALPHA 7 NICOTINIC ACETYLCHOLINE RECEPTOR ACTIVATOR TREATMENT
2046,Psychology,US-9504665-B2,2013,High-dose glycine as a treatment for obsessive-compulsive disorder and obsessive-compulsive spectrum disorders
2047,Physical Chemistry (incl. Structural),US-9446001-B2,2015,Increasing drug affinity for crystalline microparticle surfaces
2048,Organic Chemistry,WO-2012152940-A2,2012,SMALL MOLECULE INHIBITORS OF TRPA1
2049,Cardiorespiratory Medicine and Haematology,US-9974831-B2,2016,Methods of reducing myocardial injury following myocardial infarction
2050,Immunology,US-9868774-B2,2012,Anti-CD22 chimeric antigen receptors
2051,Electrical and Electronic Engineering,US-9949662-B2,2014,Device and method having automatic user recognition and obtaining impedance-measurement signals
2052,Information Systems,US-9693696-B2,2015,System with user-physiological data updates
2053,Oncology and Carcinogenesis,WO-2011124725-A1,2011,RAD51C AS A HUMAN CANCER SUSCEPTIBILITY GENE
2054,Genetics,WO-2011124725-A1,2011,RAD51C AS A HUMAN CANCER SUSCEPTIBILITY GENE
2055,Neurosciences,WO-2012004276-A2,2011,"MULTIPROTEIN BIOMARKERS OF AMYOTROPHIC LATERAL SCLEROSIS IN PERIPHERAL BLOOD MONONUCLEAR CELLS, DIAGNOSTIC METHODS AND KITS"
2056,Ophthalmology and Optometry,US-9867810-B1,2017,Ophthalmic pharmaceutical compositions and uses relating thereto
2057,Biochemistry and Cell Biology,US-9833476-B2,2012,NKP30 receptor targeted therapeutics
2058,Pharmacology and Pharmaceutical Sciences,WO-2012050512-A1,2011,TRPA1 RECEPTOR ANTAGONIST
2059,Medical Biochemistry and Metabolomics,US-8828928-B2,2012,Amphiphilic peptides and peptide particles
2060,Medical Biotechnology,US-9963681-B2,2012,Cellular substrate for nuclear reprogramming
2061,Organic Chemistry,US-8859556-B2,2011,TRPA1 receptor antagonist
2062,Clinical Sciences,US-9387246-B2,2014,Treatment methods for rheumatoid arthritis
2063,Pharmacology and Pharmaceutical Sciences,US-9610351-B2,2015,Methods and compositions for treating pain
2064,Pharmacology and Pharmaceutical Sciences,US-9655850-B2,2015,Substituted diketopiperazine analogs for use as drug delivery agents
2065,Macromolecular and Materials Chemistry,US-9655850-B2,2015,Substituted diketopiperazine analogs for use as drug delivery agents
2066,Organic Chemistry,US-9346766-B2,2014,Catalysis of diketopiperazine synthesis
2067,Pharmacology and Pharmaceutical Sciences,US-9233159-B2,2012,Methods and compositions for treating pain
2068,Pharmacology and Pharmaceutical Sciences,US-9192675-B2,2013,Dry powder inhaler and system for drug delivery
2069,Neurosciences,EP-3207926-A1,2016,OXIDIZED LIPIDS IN THE TREATMENT OF CHRONIC OR NEUROPATHIC PAIN
2070,Clinical Sciences,EP-3207926-A1,2016,OXIDIZED LIPIDS IN THE TREATMENT OF CHRONIC OR NEUROPATHIC PAIN
2071,Clinical Sciences,WO-2017216323-A2,2017,MARKER SEQUENCES FOR MANAGING THE THERAPY OF RHEUMATOID ARTHRITIS PATIENTS
2072,Clinical Sciences,US-8026074-B2,2010,Methods of using GPR119 to identify compounds useful for increasing bone mass in an individual
2073,Organic Chemistry,US-9440993-B2,2012,Small molecule inhibitors of TRPA1
2074,Organic Chemistry,US-9951080-B2,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-alpha]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluoroethyl)pyrrolidine-1-carboxamide and solid state forms thereof"
2075,Biochemistry and Cell Biology,WO-2013059593-A1,2012,ANTI-CD22 CHIMERIC ANTIGEN RECEPTORS
2076,Organic Chemistry,US-10000438-B2,2016,Small molecule inhibitors of TRPA1
2077,Biochemistry and Cell Biology,US-9957480-B2,2015,T cell receptor-deficient T cell compositions
2078,Physical Chemistry (incl. Structural),US-9877929-B2,2012,Topical vitamin D and ubiquinol oral supplement compositions
2079,Artificial Intelligence and Image Processing,US-9706944-B2,2015,Apparatus and method for simulating inhalation efforts
2080,Clinical Sciences,EP-3258268-A1,2016,MARKER SEQUENCES FOR MANAGING TREATMENT OF PATIENTS SUFFERING FROM RHEUMATOID ARTHRITIS
2081,Biochemistry and Cell Biology,US-9828583-B2,2013,Isolated human lung progenitor cells and uses thereof
2082,Macromolecular and Materials Chemistry,US-9695262-B2,2012,Molecularly imprinted polymers having affinity for natriuretic peptides
2083,Biochemistry and Cell Biology,WO-2013106677-A1,2013,ISOLATED HUMAN LUNG PROGENITOR CELLS AND USES THEREOF
2084,Paediatrics and Reproductive Medicine,EP-2726601-A1,2012,COMPOSITIONS AND METHODS FOR ENHANCING BIOENERGETIC STATUS IN FEMALE GERM CELLS
2085,Biochemistry and Cell Biology,EP-2964254-A1,2014,IMMUNOTHERAPEUTIC POTENTIAL OF MODIFIED LIPOOLIGOSACCHARIDES/LIPID A
2086,Biochemistry and Cell Biology,US-9068186-B2,2011,Viable gram negative bacteria lacking outer membrane agonists of TLR4/MD-2
2087,Oncology and Carcinogenesis,US-9056120-B2,2013,Methods of treating myelodysplastic syndromes with a combination therapy using lenalidomide and azacitidine
2088,Immunology,US-9085617-B2,2014,Anti-angiogenic therapy
2089,Biochemistry and Cell Biology,US-9574179-B2,2012,Hematopoietic precursor cell production by programming
2090,Paediatrics and Reproductive Medicine,EP-2726601-A4,2012,COMPOSITIONS AND METHODS FOR ENHANCING BIOENERGETIC STATUS IN FEMALE GERM CELLS
2091,Artificial Intelligence and Image Processing,US-9280739-B2,2013,Computer implemented system for automating the generation of a business decision analytic model
2092,Oncology and Carcinogenesis,US-8404717-B2,2011,Methods of treating myelodysplastic syndromes using lenalidomide
2093,Neurosciences,US-9198940-B2,2011,Probiotic strains for use in improving the enteric nervous system
2094,Clinical Sciences,US-7867490-B2,2006,Treatment of liver cirrhosis and its complications
2095,Genetics,EP-3272878-A1,2016,METHODS OF DIAGNOSING AND TREATMENT OF ALZHEIMER'S DISEASE
2096,Oncology and Carcinogenesis,US-8404716-B2,2010,Methods of treating myelodysplastic syndromes with a combination therapy using lenalidomide and azacitidine
2097,Ophthalmology and Optometry,WO-2013124659-A1,2013,BIOMARKER FOR AGE-RELATED MACULAR DEGENERATION (AMD)
2098,Neurosciences,US-9737525-B2,2014,Small molecule activators of NRF2 pathway
2099,Immunology,WO-2018073391-A1,2017,TARGETED GENE INSERTION FOR IMPROVED IMMUNE CELLS THERAPY
2100,Biochemistry and Cell Biology,EP-2545162-A1,2011,VIABLE GRAM NEGATIVE BACTERIA LACKING OUTER MEMBRANE AGONISTS OF TLR4/MD-2
2101,Clinical Sciences,WO-2017208001-A1,2017,BIOMARKERS FOR PLATELET DISORDERS
2102,Biochemistry and Cell Biology,WO-2017208001-A1,2017,BIOMARKERS FOR PLATELET DISORDERS
2103,Pharmacology and Pharmaceutical Sciences,US-9861579-B2,2015,Foamable formulation
2104,Neurosciences,US-9173897-B2,2011,Molecular targets for ALS and related disorders
2105,Clinical Sciences,US-9757388-B2,2012,Intranasal methods of treating women for anorgasmia with 0.6% and 0.72% testosterone gels
2106,Biomedical Engineering,US-9821114-B2,2013,Compartmentalized method of nucleic acid delivery and compositions and uses thereof
2107,Clinical Sciences,US-9539281-B2,2012,"Lipid-containing PSA compositions, methods of isolation and methods of use thereof"
2108,Clinical Sciences,WO-2013038200-A3,2012,NEURODEVELOPMENTAL DISORDERS
2109,Other Physical Sciences,WO-2012063028-A1,2011,CONJUGATES AND THEIR USES IN MOLECULAR IMAGING
2110,Clinical Sciences,WO-2015088072-A1,2013,METHOD FOR PRODUCING ENDOCRINE AGGREGATE OF INSULIN-PRODUCING BETA CELLS FROM HUMAN PLURIPOTENT STEM CELLS
2111,Medical Biotechnology,WO-2015088072-A1,2013,METHOD FOR PRODUCING ENDOCRINE AGGREGATE OF INSULIN-PRODUCING BETA CELLS FROM HUMAN PLURIPOTENT STEM CELLS
2112,Other Physical Sciences,AU-2011327931-B2,2011,Conjugates and their uses in molecular imaging
2113,Oncology and Carcinogenesis,WO-2012028679-A3,2011,PROGNOSTIC AND/OR PREDICTIVE BIOMARKERS AND BIOLOGICAL APPLICATIONS THEREOF
2114,Other Physical Sciences,US-9138495-B2,2011,Conjugates and their uses in molecular imaging
2115,Pharmacology and Pharmaceutical Sciences,US-9107823-B2,2012,Foamable formulation
2116,Biochemistry and Cell Biology,US-9458454-B2,2012,Viable gram negative bacteria with reduced proteolytic activity lacking outer membrane agonists of TLR4/MD-2
2117,Oncology and Carcinogenesis,US-9925207-B2,2014,Methods of treating myelodysplastic syndromes using lenalidomide
2118,Biochemistry and Cell Biology,US-9572789-B2,2016,Methods of treatment using modulators of SIRT2
2119,Medical Biotechnology,US-9290741-B2,2014,Simplified methods for generating endothelial cells from human pluripotent stem cells under defined conditions
2120,Biochemistry and Cell Biology,EP-2673358-A2,2012,HEMATOPOIETIC PRECURSOR CELL PRODUCTION BY PROGRAMMING
2121,Artificial Intelligence and Image Processing,US-20140156581-A1,2013,A COMPUTER IMPLEMENTED SYSTEM FOR AUTOMATING THE GENERATION OF A BUSINESS DECISION ANALYTIC MODEL
2122,Neurosciences,WO-2014020608-A1,2013,METHODS OF DIAGNOSING AND TREATING MOTOR NEURON DISEASES
2123,Genetics,WO-2018015291-A1,2017,METHODS OF DIAGNOSIS ALZHEIMER'S DISEASE
2124,Paediatrics and Reproductive Medicine,US-9089552-B2,2013,Improving trabeculectomy outcome by administering an anti-placental growth factor antibody
2125,Biochemistry and Cell Biology,US-9359293-B2,2012,Methods of treatment using modulators of SIRT2
2126,Clinical Sciences,EP-2594649-A1,2012,A method and a kit to predict response to antidepressant treatment
2127,Biochemistry and Cell Biology,EP-3150702-A2,2012,"DEVICES, SOLUTIONS AND METHODS FOR SAMPLE COLLECTION"
2128,Biochemistry and Cell Biology,EP-2673358-A4,2012,HEMATOPOIETIC PRECURSOR CELL PRODUCTION BY PROGRAMMING
2129,Biochemistry and Cell Biology,EP-2753688-A4,2012,VIABLE GRAM NEGATIVE BACTERIA WITH REDUCED PROTEOLYTIC ACTIVITY LACKING OUTER MEMBRANE AGONISTS OF TLR4/MD-2
2130,Macromolecular and Materials Chemistry,US-9810693-B2,2013,Chromophoric polymer dots
2131,Neurosciences,EP-1575531-B1,2003,THERAPIES FOR CHRONIC INFLAMMATORY DEMYELINATING POLYNEUROPATHY USING INTERFERON-BETA
2132,Clinical Sciences,US-8865650-B2,2013,Therapy for complications of diabetes
2133,Oncology and Carcinogenesis,GB-2544909-A,2014,Acanthospermum hispidum composition for the treatment of cancer and methods for its manufacture
2134,Organic Chemistry,US-8859545-B2,2010,"Tetrahydronaphthyridine and tetrahydropyrido[4,3-D]pyrimidine compounds and compositions thereof useful for the treatment of inflammatory and respiratory diseases"
2135,Macromolecular and Materials Chemistry,WO-2011057295-A2,2010,FUNCTIONALIZED CHROMOPHORIC POLYMER DOTS AND BIOCONJUGATES THEREOF
2136,Physical Chemistry (incl. Structural),EP-2395994-A4,2009,FOAMABLE BENZOYL PEROXIDE COMPOSITIONS FOR TOPICAL ADMINISTRATION
2137,Biochemistry and Cell Biology,WO-2015027206-A1,2014,METHODS OF TREATING AND PREVENTING ENDOTHELIAL DYSFUNCTION USING BARDOXOLOLONE METHYL OR ANALOGS THEREOF
2138,Organic Chemistry,EP-2703384-A1,2012,Inhibitors of CD40-TRAF6 interaction
2139,Neurosciences,US-9101576-B2,2012,Treatment of inflammatory diseases
2140,Immunology,US-9101576-B2,2012,Treatment of inflammatory diseases
2141,Physical Chemistry (incl. Structural),EP-2395994-A1,2009,FOAMABLE BENZOYL PEROXIDE COMPOSITIONS FOR TOPICAL ADMINISTRATION
2142,Organic Chemistry,WO-2014033122-A1,2013,INHIBITORS OF CD40-TRAF6 INTERACTION
2143,Neurosciences,WO-2013041577-A1,2012,METHODS FOR THE DIAGNOSIS OF AMYOTROPHIC LATERAL SCLEROSIS AND FRONTOTEMPORAL LOBAR DEGENERATION
2144,Macromolecular and Materials Chemistry,US-9797840-B2,2012,Highly fluorescent polymer nanoparticle
2145,Nanotechnology,US-9797840-B2,2012,Highly fluorescent polymer nanoparticle
2146,Materials Engineering,EP-2809510-A4,2013,POLYELECTROLYTE-COATED POLYMER DOTS AND RELATED METHODS
2147,Macromolecular and Materials Chemistry,EP-2809510-A4,2013,POLYELECTROLYTE-COATED POLYMER DOTS AND RELATED METHODS
