supporting_grant_ids,doi,year,title
"['grant.2687499', 'grant.2705279', 'grant.2687485', 'grant.2438702', 'grant.2623473', 'grant.2424583', 'grant.2687808', 'grant.2424625', 'grant.2687519', 'grant.2687514', 'grant.2434573', 'grant.2696243', 'grant.2687504']",10.1111/acer.12631,2015,"Heavy Drinking Trajectories Among Men Who Have Sex with Men: A Longitudinal, Group‐Based Analysis"
"['grant.2438793', 'grant.2516022', 'grant.2458866']",10.1039/c5cc05244k,2015,Versatile strategy for the divergent synthesis of linear oligosaccharide domain variants of Quillaja saponin vaccine adjuvants
"['grant.2596701', 'grant.2598906']",10.1186/1743-422x-11-78,2014,Membrane-bound IL-12 and IL-23 serve as potent mucosal adjuvants when co-presented on whole inactivated influenza vaccines
"['grant.2491508', 'grant.2438704', 'grant.2633927', 'grant.2435196', 'grant.2441128', 'grant.2441129', 'grant.7143612', 'grant.2435065', 'grant.2458661', 'grant.2724022']",10.1186/1742-4690-11-8,2014,Passive immunization of macaques with polyclonal anti-SHIV IgG against a heterologous tier 2 SHIV: outcome depends on IgG dose
"['grant.4642173', 'grant.4647743']",10.1186/1297-9716-45-21,2014,Strategies and hurdles using DNA vaccines to fish
['grant.3776776'],10.1016/j.quascirev.2014.09.001,2014,Past circulation along the western Iberian margin: a time slice vision from the Last Glacial to the Holocene
"['grant.2438793', 'grant.2516022', 'grant.2458866']",10.1016/j.bmc.2014.09.016,2014,"Design, synthesis, and immunologic evaluation of vaccine adjuvant conjugates based on QS-21 and tucaresol"
"['grant.2682029', 'grant.2636506', 'grant.2705233', 'grant.2438793', 'grant.2459038', 'grant.2440522', 'grant.2459382', 'grant.2681770', 'grant.3001239', 'grant.2439001', 'grant.2683811', 'grant.2453929']",10.1038/nature13823,2014,Rapid fucosylation of intestinal epithelium sustains host–commensal symbiosis in sickness
"['grant.2692265', 'grant.2705187', 'grant.2692264', 'grant.2705123', 'grant.2692266', 'grant.2692268', 'grant.2692267']",10.1093/cid/ciu422,2014,Use of Influenza Antiviral Agents by Ambulatory Care Clinicians During the 2012–2013 Influenza Season
"['grant.7202618', 'grant.2459625', 'grant.2601233']",10.1128/iai.01829-14,2014,Effect of Nonheme Iron-Containing Ferritin Dpr in the Stress Response and Virulence of Pneumococci
"['grant.2682072', 'grant.2688035']",10.1128/mbio.01385-14,2014,Genome-Wide Mutant Fitness Profiling Identifies Nutritional Requirements for Optimal Growth of Yersinia pestis in Deep Tissue
"['grant.4647743', 'grant.4642173']",10.1371/journal.pone.0100184,2014,A 6K-Deletion Variant of Salmonid Alphavirus Is Non-Viable but Can Be Rescued through RNA Recombination
['grant.2688035'],10.1371/journal.pone.0101788,2014,Profiles of Acute Cytokine and Antibody Responses in Patients Infected with Avian Influenza A H7N9
['grant.2688035'],10.4161/hv.28795,2014,Optimal designs of an HA-based DNA vaccine against H7 subtype influenza viruses
"['grant.2438793', 'grant.2458866', 'grant.2516022']",10.1038/nchem.1963,2014,Development of a minimal saponin vaccine adjuvant based on QS-21
"['grant.2666823', 'grant.2457025', 'grant.2641280', 'grant.2641995', 'grant.2658004']",10.1016/j.coviro.2014.03.009,2014,Mucosal vaccines against respiratory syncytial virus
"['grant.2693410', 'grant.2424625', 'grant.2687514', 'grant.2687519', 'grant.2687504', 'grant.2687485', 'grant.2687499', 'grant.2424583']",10.1007/s10461-013-0607-9,2014,Moving the Bar to the Right Place: Positioning Interventions in HIV Prevention
['grant.2688035'],10.1371/journal.pone.0091679,2014,"Concurrent Measurement of Dynamic Changes in Viral Load, Serum Enzymes, T Cell Subsets, and Cytokines in Patients with Severe Fever with Thrombocytopenia Syndrome"
"['grant.2692267', 'grant.2692265', 'grant.2692264', 'grant.2692266', 'grant.2692268', 'grant.2705187']",10.1093/cid/cit736,2014,Influenza Vaccine Effectiveness in the 2011–2012 Season: Protection Against Each Circulating Virus and the Effect of Prior Vaccination on Estimates
['grant.2688035'],10.3390/vaccines2010036,2013,Pilot Study on the Use of DNA Priming Immunization to Enhance Y. pestis LcrV-Specific B Cell Responses Elicited by a Recombinant LcrV Protein Vaccine
"['grant.2424625', 'grant.2687793', 'grant.2687871', 'grant.2705264', 'grant.2687786', 'grant.2424581', 'grant.2687520', 'grant.2687483']",10.1097/qai.0000000000000015,2013,Long-Term Follow-Up of Children in the HIVNET 012 Perinatal HIV Prevention Trial
['grant.3775456'],10.1016/j.virusres.2013.09.029,2013,Analysis of small RNAs derived from tomato yellow leaf curl Sardinia virus reveals a cross reaction between the major viral hotspot and the plant host genome
"['grant.8170908', 'grant.4999973']",10.3892/or.2013.2742,2013,HSP70 and modified HPV 16 E7 fusion gene without the addition of a signal peptide gene sequence as a candidate therapeutic tumor vaccine
"['grant.2695842', 'grant.2625436', 'grant.2457179', 'grant.2435194', 'grant.2688035']",10.1002/9780471729259.mc1803s31,2013,DNA Immunization
['grant.3776766'],10.1016/j.vaccine.2013.02.041,2013,Template protocol for clinical trials investigating vaccines—Focus on safety elements
"['grant.2456988', 'grant.2688035', 'grant.2438845', 'grant.2473626', 'grant.2459820']",10.4161/hv.25750,2013,DNA vaccine prime followed by boost with live attenuated virus significantly improves antigen-specific T cell responses against human cytomegalovirus
['grant.2688035'],10.4161/hv.25735,2013,Cross reactivity of serum antibody responses elicited by DNA vaccines expressing HA antigens from H1N1 subtype influenza vaccines in the past 30 years
"['grant.2456770', 'grant.2601355', 'grant.2459185', 'grant.2600537']",10.1586/14760584.2013.825454,2013,Salmonella as a vaccine delivery vehicle
"['grant.4642173', 'grant.4647743']",10.1016/j.fsi.2013.06.030,2013,Transgene and immune gene expression following intramuscular injection of Atlantic salmon (Salmo salar L.) with DNA-releasing PLGA nano- and microparticles
"['grant.2403820', 'grant.2693410', 'grant.2438688', 'grant.2687485', 'grant.2687499', 'grant.2687504', 'grant.2687519', 'grant.2687514', 'grant.2424625', 'grant.2424583']",10.1097/qai.0b013e318299cede,2013,Anal Sex Role Segregation and Versatility Among Men Who Have Sex With Men
"['grant.2765030', 'grant.3775456']",10.1111/pbi.12076,2013,A method for rapid production of heteromultimeric protein complexes in plants: assembly of protective bluetongue virus‐like particles
"['grant.2451389', 'grant.2633859', 'grant.2631500']",10.1371/journal.pone.0071601,2013,"Priming with Recombinant Auxotrophic BCG Expressing HIV-1 Gag, RT and Gp120 and Boosting with Recombinant MVA Induces a Robust T Cell Response in Mice"
['grant.2765030'],10.2174/1381612811319310011,2013,The use of transient expression systems for the rapid production of virus-like particles in plants.
['grant.3776766'],10.1016/j.vaccine.2013.01.045,2013,"A systematic review of safety data reporting in clinical trials of vaccines against malaria, tuberculosis, and human immunodeficiency virus"
['grant.2600357'],10.1016/j.vaccine.2013.05.013,2013,Advances in the development of enterohemorrhagic Escherichia coli vaccines using murine models of infection
['grant.2604709'],10.1016/j.bbrc.2013.06.068,2013,Cytomegalovirus-based cancer vaccines expressing TRP2 induce rejection of melanoma in mice
['grant.2631500'],10.1128/jvi.03178-12,2013,Robust Immunity to an Auxotrophic Mycobacterium bovis BCG-VLP Prime-Boost HIV Vaccine Candidate in a Nonhuman Primate Model
"['grant.5753719', 'grant.5754852', 'grant.5752023', 'grant.6128744', 'grant.6069284', 'grant.6049155']",10.1128/iai.00240-13,2013,Nanogel-Based PspA Intranasal Vaccine Prevents Invasive Disease and Nasal Colonization by Streptococcus pneumoniae
['grant.2692264'],10.1016/j.vaccine.2013.02.053,2013,The test-negative design for estimating influenza vaccine effectiveness
"['grant.2435196', 'grant.2438794']",10.1189/jlb.0612287,2013,Correlates of relative resistance against low‐dose rectal simian immunodeficiency virus challenges in peripheral blood mononuclear cells of vaccinated rhesus macaques
"['grant.3762367', 'grant.4646343']",10.1371/journal.pone.0054656,2013,Stress-Induced Reversion to Virulence of Infectious Pancreatic Necrosis Virus in Naïve Fry of Atlantic Salmon (Salmo salar L.)
['grant.2598285'],10.1016/j.vaccine.2012.12.054,2013,Oral vaccination with an adenovirus-vectored vaccine protects against botulism
['grant.4660408'],10.1016/j.fsi.2012.10.010,2013,Response to vaccination of Atlantic cod (Gadus morhua L.) progenies from families with different estimated family breeding values for vibriosis resistance
['grant.4534271'],10.1155/2013/721383,2013,BCG and BCG/DNAhsp65 Vaccinations Promote Protective Effects without Deleterious Consequences for Experimental Autoimmune Encephalomyelitis
['grant.4642173'],10.1186/1297-9716-43-78,2012,Gene expression studies of host response to Salmonid alphavirus subtype 3 experimental infections in Atlantic salmon
"['grant.4957936', 'grant.8169047']",10.1111/j.1600-0714.2012.01175.x,2012,Local suppression of IL‐21 in submandibular glands retards the development of Sjögren’s syndrome in non‐obese diabetic mice
"['grant.3775456', 'grant.2765030']",10.1007/s00425-012-1692-0,2012,In planta production of a candidate vaccine against bovine papillomavirus type 1
"['grant.4647743', 'grant.4646343', 'grant.4642173']",10.1080/03602559.2012.715358,2012,Optimization of Formulation Variables to Increase Antigen Entrapment in PLGA Particles
"['grant.2458381', 'grant.2600357']",10.1007/s11894-012-0277-1,2012,Clinical Implications of Enteroadherent Escherichia coli
"['grant.2499565', 'grant.2457499']",10.1128/jvi.00388-12,2012,Hepatitis C Virus-Mediated Inhibition of Cathepsin S Increases Invariant-Chain Expression on Hepatocyte Surface
"['grant.2456117', 'grant.2455850', 'grant.2454134']",10.1371/journal.pone.0044778,2012,Biologically-Directed Modeling Reflects Cytolytic Clearance of SIV-Infected Cells In Vivo in Macaques
"['grant.2516022', 'grant.2458866']",10.1021/ja305121q,2012,Synthesis and preclinical evaluation of QS-21 variants leading to simplified vaccine adjuvants and mechanistic probes.
"['grant.8169047', 'grant.4957936']",10.1016/j.cyto.2012.03.022,2012,Enhancing CCL28 expression through the gene transfer to salivary glands for controlling cariogenic microbe
"['grant.2438712', 'grant.2435196', 'grant.2633927', 'grant.2435065']",10.1371/journal.pone.0038943,2012,Isolation of Monoclonal Antibodies with Predetermined Conformational Epitope Specificity
"['grant.2420915', 'grant.2689139', 'grant.7783520', 'grant.5246865']",10.1158/1078-0432.ccr-12-0113,2012,Dendritic Cell–Activating Vaccine Adjuvants Differ in the Ability to Elicit Antitumor Immunity Due to an Adjuvant-Specific Induction of Immunosuppressive Cells
['grant.4642173'],10.1016/j.vaccine.2012.03.081,2012,Superior protection conferred by inactivated whole virus vaccine over subunit and DNA vaccines against salmonid alphavirus infection in Atlantic salmon (Salmo salar L.)
['grant.5754852'],10.1016/j.vaccine.2012.04.064,2012,RNAi suppression of rice endogenous storage proteins enhances the production of rice-based Botulinum neutrotoxin type A vaccine
['grant.3775456'],10.1111/j.1467-7652.2011.00671.x,2012,Comparative analysis of recombinant Human Papillomavirus 8 L1 production in plants by a variety of expression systems and purification methods
"['grant.8167366', 'grant.8170645']",10.1016/j.exppara.2012.03.007,2012,VSG 117 gene is conservatively present and early expressed in Trypanosma evansi YNB stock
"['grant.2485889', 'grant.2424625', 'grant.2424583', 'grant.2687485', 'grant.2687519', 'grant.2421305', 'grant.2687504', 'grant.2693410', 'grant.2687499', 'grant.2687514']",10.1007/s10461-011-9911-4,2012,Predictors of HIV Transmission Risk Behavior and Seroconversion Among Latino Men Who have Sex with Men in Project EXPLORE
"['grant.6009993', 'grant.5754852']",10.1111/j.1398-9995.2011.02782.x,2012,Implications of nasopharynx‐associated lymphoid tissue (NALT) in the development of allergic responses in an allergic rhinitis mouse model
"['grant.2631500', 'grant.2435154']",10.1371/journal.pone.0032769,2012,Priming with a Recombinant Pantothenate Auxotroph of Mycobacterium bovis BCG and Boosting with MVA Elicits HIV-1 Gag Specific CD8+ T Cells
"['grant.2769673', 'grant.2766098']",10.1016/j.vaccine.2012.01.083,2012,Immunological impact of an additional early measles vaccine in Gambian children: Responses to a boost at 3 years
"['grant.2600357', 'grant.2458381', 'grant.2600074', 'grant.2499434']",10.1586/eri.11.176,2012,Immunomodulation for gastrointestinal infections.
['grant.2598470'],10.1128/cvi.05384-11,2012,Protective Immunity against Tularemia Provided by an Adenovirus-Vectored Vaccine Expressing Tul4 of Francisella tularensis
"['grant.2499565', 'grant.2698982', 'grant.2457499']",10.1128/jvi.06577-11,2012,Hepatitis C Virus Proteins Inhibit C3 Complement Production
"['grant.3775456', 'grant.3771629']",10.1128/jvi.06428-11,2012,"Transmissible Gastroenteritis Coronavirus RNA-Dependent RNA Polymerase and Nonstructural Proteins 2, 3, and 8 Are Incorporated into Viral Particles"
"['grant.4646343', 'grant.4647743']",10.1016/j.vaccine.2011.10.105,2012,PLGA/PLA micro- and nanoparticle formulations serve as antigen depots and induce elevated humoral responses after immunization of Atlantic salmon (Salmo salar L.)
['grant.3775456'],10.1016/j.pep.2011.09.005,2012,Expression of active recombinant human gastric lipase in Nicotiana benthamiana using the CPMV-HT transient expression system
"['grant.3782488', 'grant.2769673', 'grant.2766098', 'grant.']",10.1016/s0140-6736(12)60015-4,2012,The new decade of vaccines
['grant.2688035'],10.1371/journal.pone.0028757,2011,Polyvalent DNA Vaccines Expressing HA Antigens of H5N1 Influenza Viruses with an Optimized Leader Sequence Elicit Cross-Protective Antibody Responses
['grant.2687707'],10.1073/pnas.1117715108,2011,A nonreplicating subunit vaccine protects mice against lethal Ebola virus challenge
['grant.3775456'],10.1186/1472-6750-11-106,2011,Efficient production of chimeric Human papillomavirus 16 L1 protein bearing the M2e influenza epitope in Nicotiana benthamiana plants
"['grant.2760674', 'grant.3775456']",10.1002/cbic.201100482,2011,Peptide‐Controlled Access to the Interior Surface of Empty Virus Nanoparticles
"['grant.2424625', 'grant.2424583', 'grant.2687786', 'grant.2723017', 'grant.2687483', 'grant.2459312', 'grant.2705260', 'grant.2444249', 'grant.2484594', 'grant.2424581']",10.1371/journal.pone.0027211,2011,"Use of a High Resolution Melting (HRM) Assay to Compare Gag, Pol, and Env Diversity in Adults with Different Stages of HIV Infection"
