,assignee_names,assignees,filing_status,granted_year,id,inventor_names,publication_date,times_cited,title,year
1385,"['RVX Therapeutics Inc', 'Zenith Epigenetics Ltd', 'ZENITH EPIGENETICS CORP', 'ZENITH EPIGENETICS LTD']",,Grant,2017.0,US-9636328-B2,"['Shuang Liu', 'John Frederick Quinn', 'Bryan Cordell Duffy', 'Ruifang Wang', 'May Xiaowu JIANG', 'Gregory Scott Martin', 'He Zhao', 'Michael Ellis', 'Gregory Steven Wagner', 'Peter Ronald Young']",2017-05-02,10.0,Substituted bicyclic compounds as bromodomain inhibitors,2014
1386,"['F Hoffmann-La Roche AG', 'FRENCH DOROTHY', 'SIEBEL CHRISTIAN W', 'HUNTZICKER ERIK', 'GENENTHECH INC']","[{'id': 'grid.417570.0', 'name': 'Roche (Switzerland)', 'country_name': 'Switzerland'}]",Application,,US-20130089562-A1,"['Dorothy French', 'Christian W. Siebel', 'Erik Huntzicker']",2013-04-11,6.0,METHODS OF TREATING LIVER CONDITIONS USING NOTCH2 ANTAGONISTS,2012
1387,"['ADAPTIVE BIOTECHNOLOGIES CORP', 'ADAPTIVE BIOTECHNOLOGIES CORP']","[{'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9347099-B2,"['Malek Faham', 'Thomas Willis']",2016-05-24,1.0,Single cell analysis by polymerase cycling assembly,2013
1388,"['University of Arizona', 'UNIV ARIZONA']","[{'id': 'grid.134563.6', 'acronym': 'UA', 'name': 'University of Arizona', 'country_name': 'United States'}]",Grant,2017.0,US-9567439-B1,"['Dong-Chul Pyun', 'Richard S. Glass', 'M. Bonner Denton']",2017-02-14,6.0,Sulfur composites and polymeric materials from elemental sulfur,2015
1389,"['RVX Therapeutics Inc', 'Zenith Epigenetics Ltd', 'FAIRFAX DAVID JOHN', 'DUFFY BRYAN CORDELL', 'MARTIN GREGORY SCOTT', 'QUINN JOHN FREDERICK', 'LIU SHUANG', 'WAGNER GREGORY STEVEN', 'YOUNG PETER RONALD', 'ZENITH EPIGENETICS CORP']",,Grant,2015.0,US-9073878-B2,"['David John Fairfax', 'Bryan Cordell Duffy', 'Gregory Scott Martin', 'John Frederick Quinn', 'Shuang Liu', 'Gregory Steven Wagner', 'Peter Ronald Young']",2015-07-07,15.0,Cyclic amines as bromodomain inhibitors,2013
1390,"['Regeneron Pharmaceuticals Inc', 'REGENERON PHARMA']","[{'id': 'grid.418961.3', 'name': 'Regeneron (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9706759-B2,"['Lynn MacDonald', 'Cagan Gurer', 'Karolina A. Hosiawa', 'Sean Stevens', 'Andrew J. Murphy']",2017-07-18,,Humanized light chain mice,2012
1391,['REGENERON PHARMA'],"[{'id': 'grid.418961.3', 'name': 'Regeneron (United States)', 'country_name': 'United States'}]",Application,,WO-2013059230-A1,"['MACDONALD, LYNN', 'MCWHIRTER, JOHN', 'GURER, CAGAN', 'HOSIAWA, KAROLINA, A.', 'MURPHY, ANDREW, J.']",2013-04-25,34.0,RESTRICTED IMMUNOGLOBULIN HEAVY CHAIN MICE,2012
1392,"['Rockwood Lithium GmbH', 'Rockwood Lithium GmbH']","[{'id': 'grid.437402.6', 'name': 'Rockwood Lithium (Germany)', 'country_name': 'Germany'}]",Grant,2016.0,US-9496545-B2,"['Ulrich Wietelmann', 'Ute Emmel', 'Christoph Hartnig', 'Sebastian Lang']",2016-11-15,,"Li2S@C-coated lithium metal product, method for the production thereof, and use",2012
1393,"['ADAPTIVE BIOTECHNOLOGIES CORP', 'ADAPTIVE BIOTECHNOLOGIES CORP']","[{'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-10066265-B2,"['Mark Klinger', 'Malek Faham']",2018-09-04,2.0,Determining antigen-specific t-cells,2014
1394,['ZENITH EPIGENETICS CORP'],,Application,,WO-2015004534-A2,"['LIU, SHUANG', 'QUINN, John, Frederick', 'DUFFY, Bryan, Cordell', 'WANG, Ruifang', 'JIANG, MAY, XIAOWU', 'MARTIN, Gregory, Scott', 'ZHAO, HE', 'ELLIS, MICHAEL', 'WAGNER, Gregory, Steven', 'YOUNG, PETER, RONALD']",2015-01-15,33.0,NOVEL SUBSTITUTED BICYCLIC COMPOUNDS AS BROMODOMAIN INHIBITORS,2014
1395,"['Sion Power Corp', 'SION POWER CORP']","[{'id': 'grid.422265.5', 'name': 'Sion Power (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-8936870-B2,"['John D. Affinito', 'Gregory K. Lowe']",2015-01-20,22.0,Electrode structure and method for making the same,2012
1396,"['ADAPTIVE BIOTECHNOLOGIES CORP', 'MOORHEAD MARTIN', 'FAHAM MALEK', 'WILLIS THOMAS', 'SEQUENTA INC']","[{'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9043160-B1,"['Martin Moorhead', 'Malek Faham', 'Thomas Willis']",2015-05-26,26.0,Method of determining clonotypes and clonotype profiles,2011
1397,"['RVX Therapeutics Inc', 'Zenith Epigenetics Ltd', 'ZENITH EPIGENETICS CORP', 'ZENITH EPIGENETICS LTD']",,Grant,2017.0,US-9663520-B2,"['John Frederick Quinn', 'Bryan Cordell Duffy', 'Shuang Liu', 'Ruifang Wang', 'May Xiaowu JIANG', 'Gregory Scott Martin', 'Gregory Steven Wagner', 'Peter Ronald Young']",2017-05-30,9.0,Bicyclic bromodomain inhibitors,2015
1398,"['ADAPTIVE BIOTECHNOLOGIES CORP', 'ADAPTIVE BIOTECHNOLOGIES CORP']","[{'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9708657-B2,"['Thomas Asbury', 'Kieran Hervold', 'Chitra Kotwaliwale', 'Malek Faham', 'Martin Moorhead', 'Li Weng', 'Tobias Wittkop', 'Jianbiao Zheng']",2017-07-18,8.0,Method for generating clonotype profiles using sequence tags,2014
1399,"['Regeneron Pharmaceuticals Inc', 'REGENERON PHARMA']","[{'id': 'grid.418961.3', 'name': 'Regeneron (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-10072095-B2,"['Lynn MacDonald', 'Sean Stevens', 'Andrew J. Murphy', 'Margaret Karow']",2018-09-11,,ADAM6 mice,2015
1400,"['ADAPTIVE BIOTECHNOLOGIES CORP', 'ADAPTIVE BIOTECHNOLOGIES CORP']","[{'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9523129-B2,"['Malek Faham', 'Martin Moorhead', 'Thomas Willis']",2016-12-20,,Sequence analysis of complex amplicons,2014
1401,"['Rockwood Lithium GmbH', 'WIETELMANN ULRICH', 'Rockwood Lithium GmbH']","[{'id': 'grid.437402.6', 'name': 'Rockwood Lithium (Germany)', 'country_name': 'Germany'}]",Grant,2015.0,US-9147883-B2,['Ulrich Wietelmann'],2015-09-29,,Method for producing a carbon-coated lithium sulfide and use thereof,2012
1402,"['INST SYSTEMS BIOLOGY', 'HOOD LEROY', 'WANG KAI', 'LEE INYOUL', 'ZHOU YONG', 'CHO JI HOON', 'GHOSH DHIMANKRISHNA']","[{'id': 'grid.64212.33', 'acronym': 'ISB', 'name': 'Institute for Systems Biology', 'country_name': 'United States'}]",Application,,WO-2014039893-A1,"['HOOD, LEROY', 'WANG, KAI', 'LEE, INYOUL', 'ZHOU, YONG', 'CHO, JI HOON', 'GHOSH, Dhimankrishna']",2014-03-13,8.0,MARKERS AND METHODS FOR DETECTING POSTTRAUMATIC STRESS DISORDER (PTSD),2013
1403,"['Oncternal Therapeutics Inc', 'GTX INC']","[{'id': 'grid.476408.9', 'name': 'GTx (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9744149-B2,"['James T. Dalton', 'Mitchell S. Steiner', 'Ramesh Narayanan', 'Sunjoo Ahn']",2017-08-29,,Method of treating androgen receptor (AR)-positive breast cancers with selective androgen receptor modulator (SARMs),2015
1404,"['RVX Therapeutics Inc', 'Zenith Epigenetics Ltd', 'FAIRFAX DAVID JOHN', 'DUFFY BRYAN CORDELL', 'MARTIN GREGORY SCOTT', 'QUINN JOHN FREDERICK', 'LIU SHUANG', 'WAGNER GREGORY STEVEN', 'YOUNG PETER RONALD', 'ZENITH EPIGENETICS CORP']",,Grant,2016.0,US-9278940-B2,"['David John Fairfax', 'Bryan Cordell Duffy', 'Gregory Scott Martin', 'John Frederick Quinn', 'Shuang Liu', 'Gregory Steven Wagner', 'Peter Ronald Young']",2016-03-08,16.0,Cyclic amines as bromodomain inhibitors,2015
1405,"['RVX Therapeutics Inc', 'Zenith Epigenetics Ltd', 'ZENITH EPIGENETICS LTD']",,Grant,2017.0,US-9662311-B2,"['Shuang Liu', 'John Frederick Quinn', 'Bryan Cordell Duffy', 'Ruifang Wang', 'May Xiaowu JIANG', 'Gregory Scott Martin', 'He Zhao', 'Michael Ellis', 'Gregory Steven Wagner', 'Peter Ronald Young']",2017-05-30,13.0,Substituted bicyclic compounds as bromodomain inhibitors,2014
1406,"['Stealth BioTherapeutics Corp', 'STEALTH BIOTHERAPEUTICS CORP']",,Grant,2017.0,US-9549963-B2,"['Liping Liu', 'Shibo Tang', 'Xiaoling Liang']",2017-01-24,3.0,Methods and compositions for preventing or treating ophthalmic conditions,2015
1407,"['GIELIS JOHAN', 'CARATELLI DIEGO']",,Application,,WO-2011161548-A2,"['GIELIS, JOHAN', 'CARATELLI, DIEGO']",2011-12-29,9.0,COMPUTER IMPLEMENTED TOOL BOX SYSTEMS AND METHODS,2011
1408,"['Friedrich-Alexander-Universitat Erlangen-Nurnberg (friedrich Alexander University)', 'Friedrich Alexander Univeritaet Erlangen Nuernberg (FAU)', 'University of Central Florida Research Foundation Inc (UCFRF)', 'UNIV CENTRAL FLORIDA RES FOUND INC', 'FRIEDRICH ALEXANDER UNIV']","[{'id': 'grid.5330.5', 'acronym': 'FAU', 'name': 'University of Erlangen-Nuremberg', 'country_name': 'Germany'}, {'id': 'grid.170430.1', 'acronym': 'UCF', 'name': 'University of Central Florida', 'country_name': 'United States'}]",Grant,2017.0,US-9629822-B2,"['Otto Phanstiel, IV', 'Nuska Tschammer']",2017-04-25,,Flavonoid based antiviral targets,2013
1409,"['University of South Florida', 'ALCANTAR NORMA A', 'Falahat Rana', 'WIRANOWSKA MARZENNA', 'TOOMEY RYAN G', 'UNIV SOUTH FLORIDA']","[{'id': 'grid.170693.a', 'acronym': 'USF', 'name': 'University of South Florida', 'country_name': 'United States'}]",Grant,2016.0,US-9522114-B1,"['Norma A. Alcantar', 'Rana Falahat', 'Marzenna Wiranowska', 'Ryan G. Toomey']",2016-12-20,,Enhanced targeted drug delivery system via chitosan hydrogel and chlorotoxin,2015
1410,['REGENERON PHARMA'],"[{'id': 'grid.418961.3', 'name': 'Regeneron (United States)', 'country_name': 'United States'}]",Application,,WO-2013187953-A1,"['MACDONALD, LYNN', 'MCWHIRTHER, John', 'TU, NAXIN', 'STEVENS, SEAN', 'MURPHY, ANDREW, J.']",2013-12-19,5.0,HUMANIZED NON-HUMAN ANIMALS WITH RESTRICTED IMMUNOGLOBULIN HEAVY CHAIN LOCI,2013
1411,"['Sion Power Corp', 'AFFINITO JOHN D', 'SCORDILIS-KELLEY CHARICLEA', 'MIKHAYLIK YURIY V', 'SION POWER CORP']","[{'id': 'grid.422265.5', 'name': 'Sion Power (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9548492-B2,"['John D. Affinito', 'Chariclea Scordilis-Kelley', 'Yuriy V. Mikhaylik']",2017-01-17,13.0,Plating technique for electrode,2012
1412,"['ADAPTIVE BIOTECHNOLOGIES CORP', 'ADAPTIVE BIOTECHNOLOGIES CORP']","[{'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-10077473-B2,"['Thomas Asbury', 'Kieran Hervold', 'Chitra Kotwaliwale', 'Malek Faham', 'Martin Moorhead', 'Li Weng', 'Tobias Wittkop', 'Jianbiao Zheng']",2018-09-18,2.0,Method for genotyping clonotype profiles using sequence tags,2017
1413,"['Sion Power Corp', 'SION POWER CORP']","[{'id': 'grid.422265.5', 'name': 'Sion Power (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9559348-B2,"['Karthikeyan Kumaresan', 'Yuriy V. Mikhaylik']",2017-01-31,6.0,Conductivity control in electrochemical cells,2014
1414,"['RVX Therapeutics Inc', 'Zenith Epigenetics Ltd', 'ZENITH EPIGENETICS CORP', 'ZENITH EPIGENETICS LTD']",,Grant,2017.0,US-9598367-B2,"['Shuang Liu', 'Bryan Cordell Duffy', 'John Frederick Quinn', 'May Xiaowu JIANG', 'Ruifang Wang', 'Gregory Scott Martin', 'He Zhao', 'Bruce Francis Molino', 'Peter Ronald Young']",2017-03-21,9.0,Heterocyclic compounds as bromodomain inhibitors,2016
1415,"['Regeneron Pharmaceuticals Inc', 'REGENERON PHARMA']","[{'id': 'grid.418961.3', 'name': 'Regeneron (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9622459-B2,"['Lynn MacDonald', 'Cagan Gurer', 'Karolina A. MEAGHER', 'Sean Stevens', 'Andrew J. Murphy']",2017-04-18,1.0,Humanized light chain mice,2013
1416,"['Adaptive Biotechnolgies Corp', 'ADAPTIVE BIOTECHNOLOGIES CORP', 'ADAPTIVE BIOTECHNOLOGIES CORP', 'ADAPTIVE BIOTECHNOLGIES CORP']","[{'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9528160-B2,"['Francois Pepin', 'Malek Faham', 'Martin Moorhead']",2016-12-27,1.0,Rare clonotypes and uses thereof,2013
1417,"['Genentech Inc', 'GENENTECH INC']","[{'id': 'grid.418158.1', 'acronym': 'Roche', 'name': 'Roche (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9550829-B2,"['Dorothy French', 'Erik Huntzicker', 'Christian W. Siebel']",2017-01-24,6.0,Compositions and methods for diagnosis and treatment of hepatic cancers,2014
1418,"['Genentech Inc', 'GENENTECH INC']","[{'id': 'grid.418158.1', 'acronym': 'Roche', 'name': 'Roche (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-10011661-B2,"['Yvonne Chinn', 'Julie Q. Hang', 'Christian W. Siebel', 'Yan Wu']",2018-07-03,,Anti-Jagged1 antibodies and methods of use,2016
1419,"['Regeneron Pharmaceuticals Inc', 'REGENERON PHARMA']","[{'id': 'grid.418961.3', 'name': 'Regeneron (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-9932408-B2,"['Lynn MacDonald', 'Sean Stevens', 'Andrew J. Murphy']",2018-04-03,1.0,ADAM6 mice,2014
1420,"['Sion Power Corp', 'WILKENING WILLIAM F', 'CAMPBELL CHRISTOPHER T S', 'BURNSIDE SAVANNAH V', 'SION POWER CORP']","[{'id': 'grid.422265.5', 'name': 'Sion Power (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9005809-B2,"['William F. Wilkening', 'Christopher T. S. Campbell', 'Savannah V. Burnside']",2015-04-14,8.0,Electrochemical cells comprising porous structures comprising sulfur,2010
1421,"['University of Texas System', 'UNIV TEXAS']","[{'id': 'grid.55460.32', 'acronym': 'UT System', 'name': 'The University of Texas System', 'country_name': 'United States'}]",Grant,2018.0,US-10082496-B2,"['Jef De Brabander', 'Jerry W. Shay', 'Wentian Wang', 'Deepak Nijhawan', 'Pano Theodoropoulos']",2018-09-25,,Targeting emopamil binding protein (EBP) with small molecules that induce an abnormal feedback response by lowering endogenous cholesterol biosynthesis,2016
1422,"['Sion Power Corp', 'SION POWER CORP']","[{'id': 'grid.422265.5', 'name': 'Sion Power (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9419274-B2,"['William F. Wilkening', 'Christopher T. S. Campbell', 'Savannah V. Burnside-Joubert']",2016-08-16,5.0,Electrochemical cells comprising porous structures comprising sulfur,2014
1423,"['Cornell University', 'SZETO HAZEL H', 'FELSEN DIANE', 'UNIV CORNELL']","[{'id': 'grid.5386.8', 'acronym': 'CU', 'name': 'Cornell University', 'country_name': 'United States'}]",Grant,2015.0,US-8940696-B2,"['Hazel H. Szeto', 'Diane Felsen']",2015-01-27,2.0,Methods for prevention and treatment of acute renal injury,2013
1424,"['Johns Hopkins University', 'UNIV JOHNS HOPKINS']","[{'id': 'grid.21107.35', 'acronym': 'JHU', 'name': 'Johns Hopkins University', 'country_name': 'United States'}]",Grant,2016.0,US-9505727-B2,"['Frank Bosmans', 'Dimpy Kalia']",2016-11-29,1.0,Rufinamide and derivatives and their use in modulating the gating process of human voltage-gated sodium channels,2015
1425,"['Sion Power Corp', 'SION POWER CORP']","[{'id': 'grid.422265.5', 'name': 'Sion Power (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9214678-B2,['Yuriy V. Mikhaylik'],2015-12-15,6.0,"Porous support structures, electrodes containing same, and associated methods",2013
1426,"['RVX Therapeutics Inc', 'Zenith Epigenetics Ltd', 'ZENITH EPIGENETICS LTD']",,Grant,2018.0,US-9861637-B2,"['Shuang Liu', 'Bryan Cordell Duffy', 'John Frederick Quinn', 'May Xiaowu JIANG', 'Ruifang Wang', 'Gregory Scott Martin', 'He Zhao', 'Bruce Francis Molino', 'Peter Ronald Young']",2018-01-09,10.0,Heterocyclic compounds as bromodomain inhibitors,2017
1427,"['Sion Power Corp', 'SCHMIDT RUEDIGER', 'PANCHENKO ALEXANDER', 'EWALD BASTIAN', 'HANEFELD PHILIP', 'IVANOVICI SORIN', 'MOEHWALD HELMUT', 'KOVALEV IGOR P', 'SION POWER CORP']","[{'id': 'grid.422265.5', 'name': 'Sion Power (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9577243-B2,"['Ruediger Schmidt', 'Alexander Panchenko', 'Bastian Ewald', 'Philip Hanefeld', 'Sorin Ivanovici', 'Helmut Moehwald', 'Igor P. Kovalev']",2017-02-21,5.0,Use of expanded graphite in lithium/sulphur batteries,2011
1428,"['RVX Therapeutics Inc', 'Zenith Epigenetics Ltd', 'ZENITH EPIGENETICS LTD']",,Grant,2017.0,US-9765039-B2,"['David John Fairfax', 'Gregory Scott Martin', 'John Frederick Quinn', 'Bryan Cordell Duffy', 'Gregory Steven Wagner', 'Peter Ronald Young']",2017-09-19,7.0,Biaryl derivatives as bromodomain inhibitors,2013
1429,"['ADAPTIVE BIOTECHNOLOGIES CORP', 'FAHAM MALEK', 'MOORHEAD MARTIN', 'WILLIS THOMAS', 'SEQUENTA INC']","[{'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2014.0,US-8691510-B2,"['Malek Faham', 'Martin Moorhead', 'Thomas Willis']",2014-04-08,37.0,Sequence analysis of complex amplicons,2011
1430,"['Hutchinson Fred Cancer Research Center', 'ADAPTIVE BIOTECHNOLOGIES CORP', 'ADAPTIVE BIOTECHNOLOGIES CORP', 'HUTCHINSON FRED CANCER RES']","[{'id': 'grid.270240.3', 'acronym': 'FHCRC', 'name': 'Fred Hutchinson Cancer Research Center', 'country_name': 'United States'}, {'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9279159-B2,"['Harlan S. Robins', 'Robert J. Livingston', 'Jason H. Bielas']",2016-03-08,3.0,Quantification of adaptive immune cell genomes in a complex mixture of cells,2012
1431,"['Sion Power Corp', 'MIKHAYLIK YURIY V', 'KOVALEV IGOR P', 'AFFINITO JOHN D', 'MOEHWALD HELMUT', 'SCHMIDT RUEDIGER', 'CRISTADORO ANNA', 'HAUPT INGRID', 'PIETRUSCHKA RAIMUND', 'SION POWER CORP']","[{'id': 'grid.422265.5', 'name': 'Sion Power (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9853287-B2,"['Yuriy V. Mikhaylik', 'Igor P. Kovalev', 'John D. Affinito', 'Helmut Moehwald', 'Ruediger Schmidt', 'Anna Cristadoro', 'Ingrid Haupt', 'Raimund Pietruschka']",2017-12-26,1.0,Electrolyte materials for use in electrochemical cells,2011
1432,"['Cornell Research Foundation Inc', 'CORNELL RES FOUNDATION INC']","[{'id': 'grid.5386.8', 'acronym': 'CU', 'name': 'Cornell University', 'country_name': 'United States'}]",Grant,2018.0,US-9950026-B2,['Hazel H. Szeto'],2018-04-24,,Methods for reducing oxidative damage,2015
1433,"['Genentech Inc', 'GENENTECH INC']","[{'id': 'grid.418158.1', 'acronym': 'Roche', 'name': 'Roche (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-9982058-B2,"['Dorothy French', 'Erik Huntzicker', 'Christian W. Siebel']",2018-05-29,,Anti-JAG1 antibody compositions and methods for treatment of hepatic cancers,2016
1434,"['RVX Therapeutics Inc', 'Zenith Epigenetics Ltd', 'ZENITH EPIGENETICS LTD']",,Grant,2018.0,US-9855271-B2,"['John Frederick Quinn', 'Vladimir Khlebnikov']",2018-01-02,7.0,Quinazolinones as bromodomain inhibitors,2014
1435,"['ADAPTIVE BIOTECHNOLOGIES CORP', 'FAHAM MALEK', 'WILLIS THOMAS', 'SEQUENTA INC']","[{'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2014.0,US-8795970-B2,"['Malek Faham', 'Thomas Willis']",2014-08-05,36.0,Methods of monitoring conditions by sequence analysis,2012
1436,"['REGENERON PHARMA', 'UNIV DUKE']","[{'id': 'grid.418961.3', 'name': 'Regeneron (United States)', 'country_name': 'United States'}, {'id': 'grid.26009.3d', 'name': 'Duke University', 'country_name': 'United States'}]",Application,,WO-2014124156-A1,"['HAYNES, BARTON', 'KELSOE, GARNETT', 'LOWY, ISRAEL', 'MACDONALD, LYNN', 'BARAS, Aris, I.', 'GURER, CAGAN', 'MEAGHER, Karolina, A.', 'MCWHIRTER, JOHN', 'MURPHY, ANDREW, J.', 'YANCOPOULOS, GEORGE, D.']",2014-08-14,4.0,B CELL LINEAGE BASED IMMUNOGEN DESIGN WITH HUMANIZED ANIMALS,2014
1437,"['General Hospital Corp', 'MASSACHUSETTS GEN HOSPITAL']","[{'id': 'grid.32224.35', 'acronym': 'MGH', 'name': 'Massachusetts General Hospital', 'country_name': 'United States'}]",Grant,2016.0,US-9457057-B2,"['Ronald G. Tompkins', 'A. Aria Tzika', 'Yong-Ming Yu', 'Laurence Rahme', 'Jeevendra A. Martyn']",2016-10-04,2.0,Methods for the prevention and treatment of burn injuries and secondary complications,2013
1438,"['ADAPTIVE BIOTECHNOLOGIES CORP', 'ADAPTIVE BIOTECHNOLOGIES CORP']","[{'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9365901-B2,"['Francois Pepin', 'Victoria Carlton', 'Mark Klinger', 'Malek Faham']",2016-06-14,1.0,Monitoring immunoglobulin heavy chain evolution in B-cell acute lymphoblastic leukemia,2013
1439,['GENICAP BEHEER B V'],,Application,,WO-2015072859-A1,"['GIELIS, Johan, Leo, Alfons', 'HERMANNS, Alexander']",2015-05-21,1.0,"METHOD AND SYSTEM FOR ANALYSING, STORING, AND REGENERATING INFORMATION",2014
1440,"['CHEMETALL GMBH', 'WIETELMANN ULRICH']","[{'id': 'grid.433078.b', 'name': 'Chemetall (Germany)', 'country_name': 'Germany'}]",Application,,WO-2012171889-A1,"['WIETELMANN, ULRICH']",2012-12-20,5.0,METHOD FOR PRODUCING A CARBON-COATED LITHIUM SULFIDE AND USE THEREOF,2012
1441,"['Hutchinson Fred Cancer Research Center', 'ADAPTIVE BIOTECHNOLOGIES CORP', 'ADAPTIVE BIOTECHNOLOGIES CORP']","[{'id': 'grid.270240.3', 'acronym': 'FHCRC', 'name': 'Fred Hutchinson Cancer Research Center', 'country_name': 'United States'}, {'id': 'grid.421940.a', 'name': 'Adaptive Biotechnologies (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9181590-B2,"['Harlan S. Robins', 'Robert J. Livingston']",2015-11-10,3.0,Quantification of adaptive immune cell genomes in a complex mixture of cells,2014
