Grant ID,Grant Number,Title,Funding Amount in USD,Start Date,Start Year,End Date,End Year,Research Organization - standardized,GRID ID,Country of Research organization,Funder,Funder Country,pubs,patents,clinical_trials
grant.4760813,5268080,Identification of low-molecular mass ligands for targeting of subunit vaccines to Peyer`s patch M cells,0,2000-01-01,2000.0,2003-12-31,2003,Research Center Borstel - Leibniz-Center for Medicine and Biosciences,grid.418187.3,Germany,German Research Foundation,Germany,0,0,0
grant.4744457,5188008,"Das Merozoitenoberflächenprotein 1 (MSP-1), ein Kandidat für einen Impfstoff gegen P.falciparum-Infektionen: Untersuchungen zur zellulären Immunantwort des Menschen              (A01)",0,1999-01-01,1999.0,2006-12-31,2006,Heidelberg University,grid.7700.0,Germany,German Research Foundation,Germany,0,0,0
grant.4704204,2013/11/B/NZ4/04468,Doustna szczepionka przeciwko endoglinie skojarzona z terapią genową IL-12 polaryzuje mikrośrodowisko nowotworowe z proangiogennego i immunosupresyjnego na środowisko antyangiogenne i immunostymulujące.,161521,2014-07-11,2014.0,2017-07-10,2017,Centrum Onkologii Instytut,grid.418165.f,Poland,National Science Center,Poland,0,0,0
grant.4703174,2013/09/B/NZ6/03526,Badania nad wielofunkcyjną szczepionką przeciwko C.albicans wykorzystującą kierowanie do komórek dendrytycznych i aktywację receptora dektynowego.,254516,2014-03-19,2014.0,2018-03-18,2018,Ludwik Hirszfeld Institute of Immunology and Experimental Therapy,grid.418769.5,Poland,National Science Center,Poland,0,0,0
grant.4700536,0771/B/P01/2011/40,Ocena odpowiedzi humoralnej poszczepieniu trzynastowalentną skoniugowaną szczepionką pneumokokową u dzieci i młodzieży z nieswoistymi zapeleniami jeltit.,64829,2011-05-17,2011.0,2014-05-16,2014,Medical University of Warsaw,grid.13339.3b,Poland,National Science Center,Poland,0,0,0
grant.4669594,123628,A multi-pronged approach to find endogenous agRNAs,27538,2007-04-01,2007.0,2010-03-31,2010,The University of Texas at Dallas,grid.267323.1,United States,Fonds de Recherche du Québec – Nature et technologies,Canada,0,0,0
grant.4667828,197912,Development of a proposal on Norwegian engagement and collaborative projects in a phase III trial of oral rotavirus vaccine ORV 116E in Indi,189461,2009-01-01,2009.0,2010-12-31,2010,Norwegian Institute of Public Health,grid.418193.6,Norway,The Research Council of Norway,Norway,0,0,0
grant.4659338,189682,Development of an improved vaccine towards meningococcal disease in sub-Saharan Africa,35442,2008-01-01,2008.0,2008-12-31,2008,Norwegian Institute of Public Health,grid.418193.6,Norway,The Research Council of Norway,Norway,0,0,0
grant.4649510,16702,Étude de l immunodominance de type T CD8+ dans un contexte d infection par le Virus de l Immunodéficience Humaine : implications dans l élaboration d un nouveau vaccin.,40469,2009-04-01,2009.0,2010-03-31,2010,John Radcliffe Hospital,grid.8348.7,United Kingdom,Fonds de Recherche du Québec - Santé,Canada,0,0,0
grant.4649346,148465,Développement de formulations pour vaccins conventionnels suite à l'étude du comportement des particules injectées avec l'injecteur sans aiguille du LOCUS,13440,2011-04-01,2011.0,2012-03-31,2012,Université de Sherbrooke,grid.86715.3d,Canada,Fonds de Recherche du Québec – Nature et technologies,Canada,0,0,0
grant.4647673,182479,Development of vaccine concepts that protect farmed fish throughout the entire production cycle,25594,2007-01-01,2007.0,2007-12-31,2007,The Arctic University of Norway,grid.10919.30,Norway,The Research Council of Norway,Norway,0,0,0
grant.4578575,061948/Z/00/Z,Investigation into the immunological basis for enhancing immunity to Marek's disease by using re-vaccination with Marek's disease vaccines.,122341,2001-10-01,2001.0,2004-03-31,2004,Pirbright Institute,grid.63622.33,United Kingdom,Wellcome Trust,United Kingdom,0,0,0
grant.4578365,058700/Z/99/Z,The regulation of HIV-1 specific T-cell immune responses: influence of highly active antiretroviral drugs cytokines and vaccines.,634779,2000-07-01,2000.0,2004-06-30,2004,Imperial College London,grid.7445.2,United Kingdom,Wellcome Trust,United Kingdom,15,0,0
grant.4577798,050988/Z/97/A,For additional refurbishment costs associated with Phase II of the Vaccine Unit of the Division of Infectious Diseases.,131301,2000-10-01,2000.0,2001-09-30,2001,"St George's, University of London",grid.264200.2,United Kingdom,Wellcome Trust,United Kingdom,0,0,0
grant.4520509,ANR-11-EMMA-0026,Development of a bivalent vaccine against hepatitis B and C viruses,366806,2012-01-01,2012.0,2013-12-31,2013,François Rabelais University,grid.12366.30,France,National Agency for Research,France,0,0,0
grant.4491575,08/11418-8,"Nisin obtention in milk whey medium, evaluation of antimicrobial application in food biopreservation, pharmaceutics products; and vaccines adjuvant",0,2009-06-01,2009.0,2011-05-31,2011,University of Sao Paulo,grid.11899.38,Brazil,São Paulo Research Foundation,Brazil,0,0,0
grant.4472561,152411051,Recombinant BCG expressing Pasteurella antigens,133320,2015-01-01,2015.0,2016-12-31,2016,,,,The Icelandic Centre for Research,Iceland,0,0,0
grant.4455522,H23IP001003,"To enhance the IIS for AFIX assessment functionality so the IIS, IRIS, will serve as a single reference source to ensure consistent vaccine coverage reporting statewide.",450000,2015-09-30,2015.0,2017-09-29,2017,Iowa Department of Public Health,grid.280302.b,United States,Centers for Disease Control and Prevention,United States,6,0,0
grant.4439726,W81XWH-11-C-0042,Testing of a Novel Skin Electroporation Procedure for Multivalent Alphavirus DNA Vaccine Delivery,69997,2010-10-01,2010.0,2011-09-30,2011,Ichor Medical Systems (United States),grid.282549.0,United States,United States Department of the Army,United States,0,0,0
grant.4414245,N00014-05-M-0133,Marine Mammal Vaccines,100000,2004-10-01,2004.0,2005-09-30,2005,TetraGenetics (United States),grid.479566.f,United States,United States Department of the Navy,United States,5,0,0
grant.4388528,W81XWH-04-C-0025,Innovative Manufacturing Techniques for Polysaccharide-Protein Conjugate Vaccines,1825370,2003-10-01,2003.0,2004-09-30,2004,,,,United States Department of the Army,United States,0,0,0
grant.4172834,564601,Genomic-guided discovery of new interventions against neglected parasitic diseases.,20372,2014-04-01,2014.0,2015-03-31,2015,University of Melbourne,grid.1008.9,Australia,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.4035481,2200,A combined early and late HIV-1 protein-specific exosome-targeted T cell vaccine capable of counteracting immune suppressions and stimulating CD8+ CTL responses in absence of,116907,2009-04-01,2009.0,2011-03-31,2011,University of Saskatchewan,grid.25152.31,Canada,Saskatchewan Health Research Foundation,Canada,0,0,0
grant.4035270,1435,Development of mucosal vaccines against Bordetella pertussis,63810,2003-07-01,2003.0,2005-06-30,2005,University of Saskatchewan; University of Saskatchewan; University of Saskatchewan,grid.25152.31; grid.25152.31; grid.25152.31,Canada; Canada; Canada,Saskatchewan Health Research Foundation,Canada,0,0,0
grant.3983436,11/RFP.1/BMT/3307,The role of bacterial outer membrane proteins in the pathogenesis of chronic lung infection: Potential vaccine candidates or novel drug targets,240432,2011-09-01,2011.0,2015-12-31,2015,Technological University Dublin,grid.497880.a,Ireland,Science Foundation Ireland,Ireland,3,0,0
grant.3983037,08/IN.1/B2067,Chemical Biology on Carbohydrates - Approaches Towards Potential Drugs and Vaccines against Infectious Diseases and Cancer,2037317,2009-07-01,2009.0,2016-01-31,2016,University College Dublin,grid.7886.1,Ireland,Science Foundation Ireland,Ireland,13,0,0
grant.3958702,131831,Breaking the cold chain for oral recombinant vaccines,163802,2015-03-31,2015.0,2016-06-29,2016,Biopharma Technology (United Kingdom),grid.432043.2,United Kingdom,Innovate UK,United Kingdom,0,0,0
grant.3951980,1002624,CROSS-PROTECTION EFFICACY AND CUSTOMIZATION OF THE EBEAM SALMONELLA VACCINE FOR THE POULTRY INDUSTRY,0,2014-03-18,2014.0,2014-09-30,2014,Texas A&M University,grid.264756.4,United States,National Institute of Food and Agriculture,United States,0,0,0
grant.3951949,2014-33610-21906,NEXT GENERATION VACCINE FOR INFECTIOUS BOVINE KERATOCONJUCTIVITIS,99333,2014-01-01,2014.0,2016-12-31,2016,Harrisvaccines (United States); Harrisvaccines (United States),grid.426879.6; grid.426879.6,United States; United States,National Institute of Food and Agriculture,United States,0,0,0
grant.3936592,201201140,Development of a Vaccine against the Hepatitis C Virus (HCV) and Demonstration of Efficacy in Intravenous Drug Users,4134427,2013-04-01,2013.0,2018-03-31,2018,University of Alberta; University of Alberta,grid.17089.37; grid.17089.37,Canada; Canada,Alberta Innovates,Canada,1,0,0
grant.3936423,201201082,"Do Current Immunization Delivery and Surveillance Systems Adequately Promote and Measure Uptake of the Measles, Mumps, Rubella and Varicella (MMR-V) Vaccine?",195389,2013-04-01,2013.0,2016-03-31,2016,University of Calgary,grid.22072.35,Canada,Alberta Innovates,Canada,0,0,0
grant.3898960,53233,"Inuit women's understanding of human papillomavirus:  implications for health education and prevention in Nunavik, Québec",37092,2007-04-01,2007.0,2009-03-31,2009,McGill University; McGill University; McGill University,grid.14709.3b; grid.14709.3b; grid.14709.3b,Canada; Canada; Canada,Social Sciences and Humanities Research Council,Canada,0,0,0
grant.3873602,128860,Love alone won't protect your daughter:  HPV vaccine and the moral negotiations of Ontario parents,36596,2013-04-01,2013.0,2015-03-31,2015,University of Toronto,grid.17063.33,Canada,Social Sciences and Humanities Research Council,Canada,0,0,0
grant.3866316,131595,Development of novel attenuated PRRS vaccine and disease model.,291264,2014-04-30,2014.0,2016-04-29,2016,,,,Innovate UK,United Kingdom,0,0,0
grant.3864778,BBS/E/I/00001744,IAH Jenner Influenza Fellowship,27882,2012-08-31,2012.0,2013-06-29,2013,Pirbright Institute,grid.63622.33,United Kingdom,Biotechnology and Biological Sciences Research Council,United Kingdom,0,0,0
grant.3857720,H23IP000924,"THE PURPOSE OF THE PROPOSED PROJECT IS TO ENHANCE THE VERMONT IMMUNIZATION REGISTRY BY RESEARCHING, EVALUATING AND IMPLEMENTING A VACCINE",489169,2014-09-30,2014.0,2016-09-29,2016,Vermont Agency of Human Services,grid.422198.4,United States,Centers for Disease Control and Prevention,United States,0,0,0
grant.3857710,H23IP000913,ENHANCING ALASKAS VACCINE ORDERING & MGMT TOOLS IN THE IMMUNIZATION INFORMATION SYSTEMS (IIS) TO IMPROVE THE INTERFACE WITH CDCs VTRCKS SYSTEM,614072,2014-09-30,2014.0,2016-09-29,2016,Alaska Department of Health and Social Services,grid.413533.3,United States,Centers for Disease Control and Prevention,United States,0,0,0
grant.3857113,272201400043C-0-0-1,STAGED VACCINE DEVELOPMENT OF ADENIVIRUS-4 VECTORED VACCINE FOR HUMAN IMMUNODEFICIENCY VIRUS,195082,2014-09-05,2014.0,2016-09-14,2016,PaxVax (United States),grid.437314.6,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.3856956,272201200003I-0-27200009-1,Task X9: Development of Standardized Filovirus Immune Assays and Reagents,1761782,2014-08-20,2014.0,2017-08-19,2017,Battelle,grid.27873.39,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.3852689,1448195,SBIR Phase I: Silk: A New Approach to Developing a Heat-stable Rotavirus Vaccine,150000,2015-01-01,2015.0,2015-12-31,2015,Vaxess Technologies (United States),grid.505450.1,United States,Directorate for Engineering,United States,0,0,0
grant.3831853,2013-67015-21187,''BRUCELLOSIS VACCINES FOR LIVESTOCK'',500000,2012-06-01,2012.0,2014-05-31,2014,University of Florida,grid.15276.37,United States,National Institute of Food and Agriculture,United States,0,0,0
grant.3826462,0228327,EVALUATION OF THE ROLE OF CELL-MEDIATED IMMUNITY IN EFFICACY OF EXPERIMENTAL ALTERNATIVE SCHEDULE OF LIVE ATTENUATED RB51 VACCINE AGAINST BRUCELLOSIS IN CATTLE,0,2012-01-01,2012.0,2014-09-30,2014,University of Wyoming; University of Wyoming; University of Wyoming; University of Wyoming,grid.135963.b; grid.135963.b; grid.135963.b; grid.135963.b,United States; United States; United States; United States,National Institute of Food and Agriculture,United States,0,0,0
grant.3823830,0229573,EVALUATION OF A SEROTYPE 1 MAREKS DISEASE VIRUS (MDV) AS VECTOR VACCINE TO CONTROL INFECTIOUS BURSAL DISEASE (IBD) IN CHICKENS,0,2012-05-25,2012.0,2016-09-30,2016,Texas A&M University,grid.264756.4,United States,National Institute of Food and Agriculture,United States,0,0,0
grant.3818730,2008-33610-18923,DEVELOPMENT OF HIGHLY EFFECTIVE VACCINE TO PREVENT FISH TUBERCULOSIS FOR AQUACULTURE,80000,2010-10-01,2010.0,2012-09-30,2012,,,,National Institute of Food and Agriculture,United States,0,0,0
grant.3814830,2008-35204-04603,LIVE-ATTENUATED INFLUENZA VIRUSES (LAIV) VACCINES FOR THE PREVENTION AND CONTROL OF SWINE INFLUENZA,375000,2011-10-01,2011.0,2013-09-30,2013,"University of Maryland, College Park; University of Maryland, College Park",grid.164295.d; grid.164295.d,United States; United States,National Institute of Food and Agriculture,United States,0,0,0
grant.3804783,R44AI102318,TITER ON CHIP: ALTERNATIVE TO SRID FOR INFLUENZA VACCINE POTENCY DETERMINATION,3321832,2012-05-15,2012.0,2018-07-31,2018,InDevR (United States),grid.420960.9,United States,National Institute of Allergy and Infectious Diseases,United States,4,0,0
grant.3803020,R56DK103651,Design Molecular Vaccines for Type 1 Diabetes,475752,2014-09-10,2014.0,2016-08-31,2016,Wayne State University,grid.254444.7,United States,National Institute of Diabetes and Digestive and Kidney Diseases,United States,3,0,0
grant.3767650,ICC2-CT-1999-04011,"Support for the organisation of a study entitled ""update of the cost/std database on european vaccine research"" held in bergen/norway in 1999",56834,1999-12-20,1999.0,2000-04-19,2000,University of Bergen,grid.7914.b,Norway,European Commission,Belgium,0,0,0
grant.3763985,IPS-2000-8153,"Novel ""non live"" vaccine for animal healthcare enabling southern Europe to overcome a serious isue in sheep/cattle farming",1687336,2001-06-01,2001.0,2006-05-31,2006,Boehringer Ingelheim (France); Mannesmann (Germany),grid.484445.d; grid.480263.b,France; Germany,European Commission,Belgium,0,0,0
grant.3759847,ICB1-CT-2000-80005,Integrated diagnostic and recombinant vaccinedevelopment for cowdriosis and anaplasmosis,12553,2001-11-01,2001.0,2002-01-31,2002,Utrecht University; Centro Nacional de Sanidad Agropecuaria,grid.5477.1; grid.423908.4,Netherlands; Cuba,European Commission,Belgium,0,0,0
