Grant Number,Title,Funding Amount in USD,Start Year,End Year,Funder,Funder Country,Dimensions ID,Resulting Publications,Associated Patents,Associated Clinical Trials
N01AI015106,CENTRAL LAB FOR AIDS VACCINE CLINICAL TRIALS,0.0,1991,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2424448,7,0,0
N01AI015094,EVALUATION IN MONKEYS OF VACCINES FOR SAIDS,0.0,1990,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2424437,0,0,0
N01AI012674,DEVELOP AN H INFLUENZAE TYPE B VACCINE,0.0,1981,1985,National Institute of Allergy and Infectious Diseases,United States,grant.2424431,0,0,0
N01AI012666,"FACILITY FOR STUDY OF INFECTIOUS DISEASES, VACCINES",0.0,1980,1985,National Institute of Allergy and Infectious Diseases,United States,grant.2424428,36,0,0
N01AI005397,HIV Vaccine Design and Development Teams-26605397,3773578.0,2000,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424403,17,2,0
N01AI005396,HIV Vaccine Design and Development Teams-26605396,7545418.0,2000,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424402,29,13,0
N01AI005395,HIV Vaccine Design and Development Teams-26605395,3213894.0,2000,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424401,65,0,0
N01AI005394,HIV VACCINE DESIGN AND DEVELOPMENT TEAMS-266005394,2527964.0,2000,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424400,9,0,0
N01AI005053,DEVELOP LIVE ATTENTUATED COLD ADAPTED INFLUENZA VACCINE,0.0,1989,1993,National Institute of Allergy and Infectious Diseases,United States,grant.2424360,3,2,0
N01AI002645,TEST RESPIRATORY VIRUS AND BACTERIAL VACCINES IN INFANTS,0.0,1980,1985,National Institute of Allergy and Infectious Diseases,United States,grant.2424343,42,0,0
N01AI000068,POPULATION GENETICS ANALYSIS PROGRAM IMMUNITY TO VACCINES/INFECTION-266000068,0.0,2004,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424333,15,0,0
N01AI000067,POPULATION GENETICS ANALYSIS PROGRAM:  IMMUNITY TO VACCINES/INFECTIONS-266000067,0.0,2004,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424332,0,0,0
N01AI000065,POPULATION GENETICS ANALYSIS PROGRAM: IMMUNITY TO VACCINES/INFECTIONS--266000065,0.0,2004,2006,National Institute of Allergy and Infectious Diseases,United States,grant.2424330,0,0,0
N01AI000064,POPULATION GENETICS ANALYSIS PROGRAM IMMUNITY TO VACCINES/INFECTION-266000064,0.0,2004,2005,National Institute of Allergy and Infectious Diseases,United States,grant.2424329,0,0,0
K11AI001061,IMMUNE INTERACTIONS OF GONORRHEA AND VACCINE DEVELOPMENT,0.0,1991,1996,National Institute of Allergy and Infectious Diseases,United States,grant.2415704,6,0,0
K08AG000548,"ANTIBODY DIVERSITY, AGE AND INFLUENZA VACCINE EFFICACY",0.0,1992,1998,National Institute on Aging,United States,grant.2409426,19,0,0
K01OH000131,HEALTH CARE WORKER COMPLIANCE WITH HEPATITIS B VACCINE,0.0,1993,1997,Centers for Disease Control and Prevention,United States,grant.2405500,8,0,0
H23IP000767,PREVENTING AND MITIGATING VACCINE PREVENTABLE DISEASE THROUGH IMMUNIZATION,12239874.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393833,3,0,0
H23IP000765,TO PREVENT VACCINE-PREVENTABLE DISEASE THROUGH MAINTAINING IMMUNIZATION STRUCTURE,24666320.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393831,0,0,0
H23IP000762,Immunization Grant and Vaccines for Children's Program,23776040.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393828,1,0,0
H23IP000756,NEBRASKA IMMUNIZATION AND VACCINES FOR CHILDREN PROGRAM,6919041.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393822,0,0,0
H23IP000746,GUAM IMMUNIZATION AND VACCINES FOR CHILDREN PROGRAMS,3954801.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393812,0,0,0
H23IP000744,GEORGIA IMMUNIZATIONS AND VACCINES FOR CHILDREN GRANTS,26897364.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393810,0,0,0
H23IP000742,FSM IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,3732639.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393809,0,0,0
H23IP000731,PREVENTION & CONTROL OF COMMUNICABLE AND VACCINE PREVENTABLE DISEASES,10030916.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393798,0,0,0
H23IP000725,KY IMMUNIZATION PROGRAM IMMUNIZATION & VACCINE FOR CHILDREN PROGRAM,13007636.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393792,0,0,0
H23IP000721,HAWAII IMMUNIZATION AND VACCINES FOR CHILDREN PROGRAM,9628383.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393788,0,0,0
H23IP000708,Building Capacity for Immunization Billing and Vaccine Barcode Reading,835028.0,2012,2015,Centers for Disease Control and Prevention,United States,grant.2393775,0,0,0
F33AI008851,NEISSERIA MENINGITIDIS GROUP B;IDIOTYPES AND VACCINES,0.0,1993,1993,National Institute of Allergy and Infectious Diseases,United States,grant.2390878,2,0,0
F32DK009360,ATTENUATED SHIGELLA AS TOXIGENIC E COLI VACCINE,0.0,1996,1996,National Institute of Diabetes and Digestive and Kidney Diseases,United States,grant.2375603,0,0,0
F32AI009773,VACCINE POTENTIAL OF PAR PROTEINS OF TRYPANOSOMA CRUZI,0.0,1997,1999,National Institute of Allergy and Infectious Diseases,United States,grant.2369988,0,0,0
F32AI008991,LIVE AND ATTENUATED VIBRIO CHOLERAE VACCINE STRAINS,0.0,1994,1995,National Institute of Allergy and Infectious Diseases,United States,grant.2369821,0,0,0
F32AI008965,DEVELOPMENT OF A SINGLE DOSE TETANUS VACCINE,0.0,1994,1994,National Institute of Allergy and Infectious Diseases,United States,grant.2369813,2,0,0
F31AI010487,SALMONELLA AS A VACCINE TOOL AGAINST HIV,113650.0,2000,2002,National Institute of Allergy and Infectious Diseases,United States,grant.2359845,1,0,0
F05TW004386,FACTORS INFLUENCING HIB DISEASE AND VACCINE EFFICACY,0.0,1990,1991,Fogarty International Center,United States,grant.2356296,1,0,0
F05TW003315,DEVELOPMENT OF VACCINE AGAINST GROUP B STREPTOCOCCI,0.0,1985,1985,Fogarty International Center,United States,grant.2355713,1,0,0
272200800057C-1-0-2,Vaccine and Treatment Evaluation Units,2723435.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346752,0,0,0
272200800057C-1-0-1,Vaccine and Treatment Evaluation Units,371377.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346751,12,0,0
272200800056C-0-0-1,Advanced Development of Multivalent Filovirus Vaccines,13496364.0,2008,2013,National Institute of Allergy and Infectious Diseases,United States,grant.2346748,5,7,0
272200800051C-0-0-1,Development of an Anthrax Vaccine,13072863.0,2008,2011,National Institute of Allergy and Infectious Diseases,United States,grant.2346743,5,0,0
272200800008C-2-0-2,Vaccine and Treatment Evaluation Units,2809421.0,2008,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2346629,0,0,0
272200800008C-2-0-1,Vaccine and Treatment Evaluation Units,383103.0,2008,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2346628,24,0,0
272200800007C-1-0-2,Vaccine and Treatment Evaluation Units,2729831.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346595,0,0,0
272200800007C-1-0-1,Vaccine and Treatment Evaluation Units,372250.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346594,16,0,0
272200800006C-2-0-2,Vaccine and Treatment Evaluation Units,2628793.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346582,0,0,0
272200800006C-2-0-1,Vaccine and Treatment Evaluation Units,358447.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346581,26,0,0
272200800005C-1-0-2,Vaccine and Treatment Evaluation Units,2746553.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346548,0,0,0
272200800005C-1-0-1,Vaccine and Treatment Evaluation Units,374527.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346547,23,0,0
272200800004C-1-0-2,Vaccine and Treatment Evaluation Units,2634897.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346527,0,0,0
272200800004C-1-0-1,Vaccine and Treatment Evaluation Units,359304.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346526,20,0,0
272200800003C-2-0-1,Vaccine and Treatment Evaluation Units,337232.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346510,32,0,0
272200800002C-1-0-2,Vaccine and Treatment Evaluation Units,2758811.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346485,0,0,0
272200800002C-1-0-1,Vaccine and Treatment Evaluation Unit,376202.0,2007,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2346484,23,0,0
272200700056C-0-0-1,Global HIV AIDS Vaccine Enterprise Secretariat,1735409.0,2007,2009,National Institute of Allergy and Infectious Diseases,United States,grant.2346449,0,0,0
272200700056C-0-0-0,GLOBAL HIV VACCINE ENTERPRISE,1735409.0,2007,2009,National Institute of Allergy and Infectious Diseases,United States,grant.2346448,3,0,0
7262-08,Translational Development of Novel Vaccine Therapies,6250000.0,2007,2012,Leukemia and Lymphoma Society,United States,grant.100070653,10,0,0
09PH-008-961-2596,Rotavirus vaccine and prevention of hospitalization,20000.0,2010,2011,Gerber Foundation,United States,grant.100069317,0,0,0
0319223B/3,Verbundprojekt: EUREKA-Projekt: Malaria-Impfstoff (EU 101) - Teilvorhaben: Gentechnologische Entwicklung einer Malaria-Vakzine - Phase 2,2247441.0,1988,1991,Federal Ministry of Education and Research,Germany,grant.7992220,0,0,0
01KA1304,"'EDCTP-Malaria Impfstoff: Biometrie und Parasiten-Quantifizierung zur Entwicklung neuer malariaimpfstoffe, -medikamente und -miagnostika in Afrika.'",79683.0,2013,2014,Federal Ministry of Education and Research,Germany,grant.7951289,0,0,0
01KA0802,"EDCTP-HIV-Vakzine I: Durchführung eine Phase IB HIV Impfstoffstudie (DNA / NYVAC) in Mbeya, Tansania.",211751.0,2008,2012,Federal Ministry of Education and Research,Germany,grant.7951265,2,0,0
194341,Development of vaccine strategies for measles and malaria using oral bacterial vectors and edible plant vaccines,46858.0,2002,2005,National Health and Medical Research Council,Australia,grant.6723340,0,0,0
OPP51764,To test a new bacterial synthesis method to produce glycoconjugate vaccines to generate an improved vaccine against pneumococcal disease.,100000.0,2008,2009,Bill & Melinda Gates Foundation,United States,grant.6584684,0,0,0
OPP1036030,To produce more poliovirus vaccine supply by silencing non-essential virus resistance genes to develop enhanced vaccine cell lines.,99632.0,2011,2012,Bill & Melinda Gates Foundation,United States,grant.6584355,0,0,0
OPP41427,To support the AIDS Vaccine 2006 conference which will bring together scientists in the field of HIV vaccine research.,357500.0,2006,2007,Bill & Melinda Gates Foundation,United States,grant.6582323,0,0,0
OPP1060868,To develop and field test a durable liner for vaccine carriers to protect vaccines from freezing.,98231.0,2012,2013,Bill & Melinda Gates Foundation,United States,grant.6581899,0,0,0
OPP1033096,To develop an envelope vaccine antigen that allows immune recognition and is an effective vaccine antigen,896490.0,2011,2015,Bill & Melinda Gates Foundation,United States,grant.6580202,0,0,0
272201600039C-0-0-1,DEVELOPMENT OF A NOVEL SALMONELLA PARATYPHI A VACCINE,449620.0,2016,2018,National Institute of Allergy and Infectious Diseases,United States,grant.6499488,0,0,0
hrc_04bb2ea4,RV3 Rotavirus Vaccine: A Phase II clinical trial for a human neonatal rotavirus vaccine for the global community,322481.0,2009,2011,Health Research Council of New Zealand,New Zealand,grant.5502095,0,0,0
N01AI30023-14-0-1,Development of a Coronavirus Vaccine,1000.0,2003,2012,National Institute of Allergy and Infectious Diseases,United States,grant.5246360,0,0,0
BW-08028,Insights into CD4+ T cell responses against cancer vaccines from analysis of responses to a conventional vaccine,0.0,2008,2014,Bloodwise,United Kingdom,grant.5141545,0,0,0
09/16282-0,Adjuvant properties of cellular vaccines: combination of cellular pertussis vaccine and BCG with Streptococcus pneumoniae antigens,0.0,2010,2012,São Paulo Research Foundation,Brazil,grant.4486180,0,0,0
00/PI.1/B045,Pathogen-derived immunomodulatory molecules: future immunotherapeutics and vaccines,9265633.0,2001,2006,Science Foundation Ireland,Ireland,grant.3984586,8,0,0
06/RFP/GEN028,Can plant plastids produce a candidate flu vaccine,327096.0,2006,2009,Science Foundation Ireland,Ireland,grant.3983756,0,0,0
62863,Information dissemination on the human papillomavirus vaccine,16141.0,2008,2009,Social Sciences and Humanities Research Council,Canada,grant.3899759,0,0,0
N01AI30023-13-0-1,Development of a Coronavirus Vaccine,25831.0,2003,2012,National Institute of Allergy and Infectious Diseases,United States,grant.3858644,0,0,0
272201200003I-1-27200008-1,Task X8: Efficacy Testing of Ebola Virus Vaccines,1644104.0,2013,2016,National Institute of Allergy and Infectious Diseases,United States,grant.3856963,0,0,0
72624,USE OF THE VACCINE ADJUVANT FOR IMMUNOMODULATION OF THE INFECTION CAUSED BY TRYPANOSOMA BRUCEI: AN APPROACH TO VACCINE DESIGN,152343.0,2007,2010,Foundation for Science and Technology,Portugal,grant.3529314,3,0,0
111077,Development of DNA-based vaccines for bovine viral diarrhoea virus. Développement des vaccins à base d'ADN le virus de diarrhée bovine.,170773.0,1996,1998,Natural Sciences and Engineering Research Council,Canada,grant.2972456,0,0,0
N01AI052575,TESTING VACCINES IN CHILDREN,0.0,1985,1990,National Institute of Allergy and Infectious Diseases,United States,grant.2424690,12,0,0
71998,Frameshifts as a Cancer Vaccine,1200000.0,2007,2010,W. M. Keck Foundation,United States,grant.100069716,0,0,0
N01AI065314,SIMIAN VACCINE EVALUATION UNITS,2560239.0,1996,2001,National Institute of Allergy and Infectious Diseases,United States,grant.2424837,2,0,0
30200246,HPV双启动子DNA疫苗和重组腺病毒疫苗的联合应用研究,23024.0,2003,2005,National Natural Science Foundation of China,China,grant.8169343,0,0,0
5395449580,Vaccines against helminth infections (acronym PARAVAC),0.0,2011,2015,Belgian Federal Science Policy Office,Belgium,grant.6783638,0,0,0
25830115,The mechanisms of macrophage dependent vaccine,39940.0,2013,2015,Japan Society for the Promotion of Science,Japan,grant.6127074,3,0,0
Z01AI000416,Recombinant Vaccines for Prevention of AIDS and Other Diseases,3320228.0,1985,2008,National Institute of Allergy and Infectious Diseases,United States,grant.2708529,64,0,0
50343004,SARS疫苗高分子载体的模拟研究,12078.0,2003,2004,National Natural Science Foundation of China,China,grant.8248988,0,0,0
1031473,Characterisation of rotavirus vaccine escape - potential for significant impact on vaccination program,514201.0,2012,2014,National Health and Medical Research Council,Australia,grant.6734414,5,0,0
185875,Conference: Genetic vaccines - benefits and challenges,33782.0,2007,2009,The Research Council of Norway,Norway,grant.4640689,0,0,0
10-04-09827,Участие в GENE-BASED VACCINES - GBV2010 Conference,0.0,2010,2010,Russian Foundation for Basic Research,Russia,grant.5356862,0,0,0
OPP1117200,To development of a new safer Oral Polio Vaccine against type 2 strain (nOPV2) with lower risk of circulating vaccine derived polio virus (cVDVP) or vaccine associated paralytic poliomyelitis (VAPP) than existing Sabin mOPV 2,3081165.0,2014,2018,Bill & Melinda Gates Foundation,United States,grant.6586399,0,0,0
OPP1015149,"To test a new vaccine technology that modulates a host cytokine response to HIV vaccines. If successful, this technology may also enhance T-cell mediated immunity to other vaccine antigens, such as Tuberculosis.",100000.0,2010,2011,Bill & Melinda Gates Foundation,United States,grant.6585096,7,0,0
OPP1068031,To produce new and more potent vaccines with increased stability by testing a vaccine platform based on protein crystals (MicroCubes) produced by insect viruses for developing a candidate vaccine against HIV.,428770.0,2013,2016,Bill & Melinda Gates Foundation,United States,grant.6583693,0,0,0
OPP1045902,To develop better polio vaccines by researching whether adding immune pressure against proteins found in the attenuated strains of the oral polio vaccine leads to the emergence of recombinant circulating vaccine-derived polioviruses,100000.0,2011,2014,Bill & Melinda Gates Foundation,United States,grant.6582991,0,0,0
OPP1025568,"To develop and test a vaccine combining a novel placental malaria vaccine candidate with the cervical cancer vaccine, with the potential of inducing a strong protective response against both diseases simultaneously",100000.0,2010,2012,Bill & Melinda Gates Foundation,United States,grant.6582151,0,0,0
